workerid,modal,correct_answer,video,catch_trial_answer_correct,percentage_blue,catch_trial,color,image
15,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
15,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
15,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
15,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
15,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
15,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
15,probably,1,orange_probably_f,1,40,1,orange,scene_orange_video_40.gif
15,probably,1,orange_probably_f,1,40,1,orange,scene_orange_video_40.gif
15,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
15,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
15,might,2,blue_might_f,1,25,1,blue,scene_blue_video_25.gif
15,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
15,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
15,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
15,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
15,probably,2,blue_probably_f,1,60,1,blue,scene_blue_video_60.gif
16,bare,,orange_bare_f,-1,0,0,orange,scene_orange_video_0.gif
16,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
16,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
16,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
16,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
16,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
16,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
16,probably,2,orange_probably_f,1,40,1,orange,scene_orange_video_40.gif
16,bare,,orange_bare_f,-1,0,0,orange,scene_orange_video_0.gif
16,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
16,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
16,might,2,orange_might_f,1,75,1,orange,scene_orange_video_75.gif
16,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
16,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
16,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
16,bare,2,blue_bare_f,1,100,1,blue,scene_blue_video_100.gif
16,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
16,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
16,might,2,orange_might_f,1,75,1,orange,scene_orange_video_75.gif
16,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
16,probably,1,blue_probably_f,1,60,1,blue,scene_blue_video_60.gif
16,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
16,might,2,orange_might_f,1,75,1,orange,scene_orange_video_75.gif
16,bare,,orange_bare_f,-1,0,0,orange,scene_orange_video_0.gif
16,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
17,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
17,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
17,probably,1,orange_probably_f,1,40,1,orange,scene_orange_video_40.gif
17,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
17,bare,2,blue_bare_f,1,100,1,blue,scene_blue_video_100.gif
17,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
17,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
17,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
17,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
17,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
17,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
17,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
17,probably,1,orange_probably_f,1,40,1,orange,scene_orange_video_40.gif
17,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
17,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
17,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
17,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
17,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
17,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
17,probably,1,orange_probably_f,1,40,1,orange,scene_orange_video_40.gif
17,probably,2,blue_probably_f,1,60,1,blue,scene_blue_video_60.gif
17,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
17,might,2,blue_might_f,1,25,1,blue,scene_blue_video_25.gif
17,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
17,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
18,bare,,orange_bare_f,-1,0,0,orange,scene_orange_video_0.gif
18,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
18,might,1,orange_might_f,1,75,1,orange,scene_orange_video_75.gif
18,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
18,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
18,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
18,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
18,probably,2,blue_probably_f,1,60,1,blue,scene_blue_video_60.gif
18,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
18,probably,2,orange_probably_f,1,40,1,orange,scene_orange_video_40.gif
18,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
18,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
18,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
18,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
18,bare,,orange_bare_f,-1,0,0,orange,scene_orange_video_0.gif
18,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
18,probably,1,blue_probably_f,1,60,1,blue,scene_blue_video_60.gif
18,might,1,blue_might_f,1,25,1,blue,scene_blue_video_25.gif
18,bare,,orange_bare_f,-1,0,0,orange,scene_orange_video_0.gif
18,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
18,bare,,orange_bare_f,-1,0,0,orange,scene_orange_video_0.gif
18,might,1,blue_might_f,1,25,1,blue,scene_blue_video_25.gif
18,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
18,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
18,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
19,bare,,orange_bare_f,-1,0,0,orange,scene_orange_video_0.gif
19,might,1,orange_might_f,0,75,1,orange,scene_orange_video_75.gif
19,probably,2,orange_probably_f,1,40,1,orange,scene_orange_video_40.gif
19,probably,1,orange_probably_f,1,40,1,orange,scene_orange_video_40.gif
19,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
19,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
19,bare,,orange_bare_f,-1,0,0,orange,scene_orange_video_0.gif
19,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
19,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
19,probably,1,orange_probably_f,1,40,1,orange,scene_orange_video_40.gif
19,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
19,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
19,might,2,orange_might_f,1,75,1,orange,scene_orange_video_75.gif
19,might,2,blue_might_f,1,25,1,blue,scene_blue_video_25.gif
19,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
19,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
19,might,,orange_might_f,-1,75,0,orange,scene_orange_video_75.gif
19,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
19,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
19,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
19,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
19,probably,,orange_probably_f,-1,40,0,orange,scene_orange_video_40.gif
19,might,,blue_might_f,-1,25,0,blue,scene_blue_video_25.gif
19,bare,,blue_bare_f,-1,100,0,blue,scene_blue_video_100.gif
19,probably,,blue_probably_f,-1,60,0,blue,scene_blue_video_60.gif
