modal,color,rating,Answer.condition,Answer.misread_instructions,percentage_blue,workerid,Answer.time_in_minutes
bare,orange,10,probably,0,0,10,4.667983333333333
bare,orange,0,probably,0,10,10,4.667983333333333
bare,orange,0,probably,0,25,10,4.667983333333333
bare,orange,0,probably,0,40,10,4.667983333333333
bare,orange,0,probably,0,50,10,4.667983333333333
bare,orange,0,probably,0,60,10,4.667983333333333
bare,orange,0,probably,0,75,10,4.667983333333333
bare,orange,0,probably,0,90,10,4.667983333333333
bare,orange,0,probably,0,100,10,4.667983333333333
might,orange,0,probably,0,0,11,6.638183333333333
might,orange,0,probably,0,10,11,6.638183333333333
might,orange,0,probably,0,25,11,6.638183333333333
might,orange,0,probably,0,40,11,6.638183333333333
might,orange,0,probably,0,50,11,6.638183333333333
might,orange,3,probably,0,60,11,6.638183333333333
might,orange,7,probably,0,75,11,6.638183333333333
might,orange,0,probably,0,90,11,6.638183333333333
might,orange,0,probably,0,100,11,6.638183333333333
bare,orange,10,probably,0,0,11,6.638183333333333
bare,orange,0,probably,0,10,11,6.638183333333333
bare,orange,0,probably,0,25,11,6.638183333333333
bare,orange,0,probably,0,40,11,6.638183333333333
bare,orange,0,probably,0,50,11,6.638183333333333
bare,orange,0,probably,0,60,11,6.638183333333333
bare,orange,0,probably,0,75,11,6.638183333333333
bare,orange,0,probably,0,90,11,6.638183333333333
bare,orange,0,probably,0,100,11,6.638183333333333
might,blue,0,probably,0,0,11,6.638183333333333
might,blue,3,probably,0,10,11,6.638183333333333
might,blue,7,probably,0,25,11,6.638183333333333
might,blue,0,probably,0,40,11,6.638183333333333
might,blue,0,probably,0,50,11,6.638183333333333
might,blue,0,probably,0,60,11,6.638183333333333
might,blue,0,probably,0,75,11,6.638183333333333
might,blue,0,probably,0,90,11,6.638183333333333
might,blue,0,probably,0,100,11,6.638183333333333
probably,orange,0,probably,0,0,11,6.638183333333333
probably,orange,0,probably,0,10,11,6.638183333333333
probably,orange,8,probably,0,25,11,6.638183333333333
probably,orange,2,probably,0,40,11,6.638183333333333
probably,orange,0,probably,0,50,11,6.638183333333333
probably,orange,0,probably,0,60,11,6.638183333333333
probably,orange,0,probably,0,75,11,6.638183333333333
probably,orange,0,probably,0,90,11,6.638183333333333
probably,orange,0,probably,0,100,11,6.638183333333333
bare,blue,0,probably,0,0,11,6.638183333333333
bare,blue,0,probably,0,10,11,6.638183333333333
bare,blue,0,probably,0,25,11,6.638183333333333
bare,blue,0,probably,0,40,11,6.638183333333333
bare,blue,0,probably,0,50,11,6.638183333333333
bare,blue,0,probably,0,60,11,6.638183333333333
bare,blue,0,probably,0,75,11,6.638183333333333
bare,blue,0,probably,0,90,11,6.638183333333333
bare,blue,10,probably,0,100,11,6.638183333333333
probably,blue,0,probably,0,0,11,6.638183333333333
probably,blue,0,probably,0,10,11,6.638183333333333
probably,blue,0,probably,0,25,11,6.638183333333333
probably,blue,0,probably,0,40,11,6.638183333333333
probably,blue,0,probably,0,50,11,6.638183333333333
probably,blue,7,probably,0,60,11,6.638183333333333
probably,blue,3,probably,0,75,11,6.638183333333333
probably,blue,0,probably,0,90,11,6.638183333333333
probably,blue,0,probably,0,100,11,6.638183333333333
might,blue,0,probably,0,0,12,4.4431
might,blue,1,probably,0,10,12,4.4431
might,blue,3,probably,0,25,12,4.4431
might,blue,4,probably,0,40,12,4.4431
might,blue,1,probably,0,50,12,4.4431
might,blue,1,probably,0,60,12,4.4431
might,blue,0,probably,0,75,12,4.4431
might,blue,0,probably,0,90,12,4.4431
might,blue,0,probably,0,100,12,4.4431
might,orange,0,probably,0,0,12,4.4431
might,orange,0,probably,0,10,12,4.4431
might,orange,0,probably,0,25,12,4.4431
might,orange,0,probably,0,40,12,4.4431
might,orange,0,probably,0,50,12,4.4431
might,orange,2,probably,0,60,12,4.4431
might,orange,6,probably,0,75,12,4.4431
might,orange,2,probably,0,90,12,4.4431
might,orange,0,probably,0,100,12,4.4431
bare,orange,10,probably,0,0,12,4.4431
bare,orange,0,probably,0,10,12,4.4431
bare,orange,0,probably,0,25,12,4.4431
bare,orange,0,probably,0,40,12,4.4431
bare,orange,0,probably,0,50,12,4.4431
bare,orange,0,probably,0,60,12,4.4431
bare,orange,0,probably,0,75,12,4.4431
bare,orange,0,probably,0,90,12,4.4431
bare,orange,0,probably,0,100,12,4.4431
bare,blue,0,probably,0,0,12,4.4431
bare,blue,0,probably,0,10,12,4.4431
bare,blue,0,probably,0,25,12,4.4431
bare,blue,0,probably,0,40,12,4.4431
bare,blue,0,probably,0,50,12,4.4431
bare,blue,0,probably,0,60,12,4.4431
bare,blue,0,probably,0,75,12,4.4431
bare,blue,0,probably,0,90,12,4.4431
bare,blue,10,probably,0,100,12,4.4431
probably,blue,0,probably,0,0,12,4.4431
probably,blue,0,probably,0,10,12,4.4431
probably,blue,0,probably,0,25,12,4.4431
probably,blue,0,probably,0,40,12,4.4431
probably,blue,0,probably,0,50,12,4.4431
probably,blue,2,probably,0,60,12,4.4431
probably,blue,5,probably,0,75,12,4.4431
probably,blue,3,probably,0,90,12,4.4431
probably,blue,0,probably,0,100,12,4.4431
probably,orange,0,probably,0,0,12,4.4431
probably,orange,1,probably,0,10,12,4.4431
probably,orange,2,probably,0,25,12,4.4431
probably,orange,5,probably,0,40,12,4.4431
probably,orange,2,probably,0,50,12,4.4431
probably,orange,0,probably,0,60,12,4.4431
probably,orange,0,probably,0,75,12,4.4431
probably,orange,0,probably,0,90,12,4.4431
probably,orange,0,probably,0,100,12,4.4431
probably,orange,0,probably,0,0,13,14.82605
probably,orange,3,probably,0,10,13,14.82605
probably,orange,4,probably,0,25,13,14.82605
probably,orange,3,probably,0,40,13,14.82605
probably,orange,0,probably,0,50,13,14.82605
probably,orange,0,probably,0,60,13,14.82605
probably,orange,0,probably,0,75,13,14.82605
probably,orange,0,probably,0,90,13,14.82605
probably,orange,0,probably,0,100,13,14.82605
bare,orange,10,probably,0,0,13,14.82605
bare,orange,0,probably,0,10,13,14.82605
bare,orange,0,probably,0,25,13,14.82605
bare,orange,0,probably,0,40,13,14.82605
bare,orange,0,probably,0,50,13,14.82605
bare,orange,0,probably,0,60,13,14.82605
bare,orange,0,probably,0,75,13,14.82605
bare,orange,0,probably,0,90,13,14.82605
bare,orange,0,probably,0,100,13,14.82605
might,orange,0,probably,0,0,13,14.82605
might,orange,0,probably,0,10,13,14.82605
might,orange,0,probably,0,25,13,14.82605
might,orange,0,probably,0,40,13,14.82605
might,orange,0,probably,0,50,13,14.82605
might,orange,3,probably,0,60,13,14.82605
might,orange,4,probably,0,75,13,14.82605
might,orange,3,probably,0,90,13,14.82605
might,orange,0,probably,0,100,13,14.82605
bare,blue,0,probably,0,0,13,14.82605
bare,blue,0,probably,0,10,13,14.82605
bare,blue,0,probably,0,25,13,14.82605
bare,blue,0,probably,0,40,13,14.82605
bare,blue,0,probably,0,50,13,14.82605
bare,blue,0,probably,0,60,13,14.82605
bare,blue,0,probably,0,75,13,14.82605
bare,blue,0,probably,0,90,13,14.82605
bare,blue,10,probably,0,100,13,14.82605
might,blue,0,probably,0,0,13,14.82605
might,blue,5,probably,0,10,13,14.82605
might,blue,4,probably,0,25,13,14.82605
might,blue,1,probably,0,40,13,14.82605
might,blue,0,probably,0,50,13,14.82605
might,blue,0,probably,0,60,13,14.82605
might,blue,0,probably,0,75,13,14.82605
might,blue,0,probably,0,90,13,14.82605
might,blue,0,probably,0,100,13,14.82605
probably,blue,0,probably,0,0,13,14.82605
probably,blue,0,probably,0,10,13,14.82605
probably,blue,0,probably,0,25,13,14.82605
probably,blue,0,probably,0,40,13,14.82605
probably,blue,0,probably,0,50,13,14.82605
probably,blue,2,probably,0,60,13,14.82605
probably,blue,3,probably,0,75,13,14.82605
probably,blue,5,probably,0,90,13,14.82605
probably,blue,0,probably,0,100,13,14.82605
might,orange,0,probably,0,0,14,11.535616666666666
might,orange,0,probably,0,10,14,11.535616666666666
might,orange,0,probably,0,25,14,11.535616666666666
might,orange,0,probably,0,40,14,11.535616666666666
might,orange,1,probably,0,50,14,11.535616666666666
might,orange,4,probably,0,60,14,11.535616666666666
might,orange,4,probably,0,75,14,11.535616666666666
might,orange,1,probably,0,90,14,11.535616666666666
might,orange,0,probably,0,100,14,11.535616666666666
probably,blue,0,probably,0,0,14,11.535616666666666
probably,blue,0,probably,0,10,14,11.535616666666666
probably,blue,0,probably,0,25,14,11.535616666666666
probably,blue,0,probably,0,40,14,11.535616666666666
probably,blue,2,probably,0,50,14,11.535616666666666
probably,blue,0,probably,0,60,14,11.535616666666666
probably,blue,4,probably,0,75,14,11.535616666666666
probably,blue,4,probably,0,90,14,11.535616666666666
probably,blue,0,probably,0,100,14,11.535616666666666
bare,orange,10,probably,0,0,14,11.535616666666666
bare,orange,0,probably,0,10,14,11.535616666666666
bare,orange,0,probably,0,25,14,11.535616666666666
bare,orange,0,probably,0,40,14,11.535616666666666
bare,orange,0,probably,0,50,14,11.535616666666666
bare,orange,0,probably,0,60,14,11.535616666666666
bare,orange,0,probably,0,75,14,11.535616666666666
bare,orange,0,probably,0,90,14,11.535616666666666
bare,orange,0,probably,0,100,14,11.535616666666666
might,blue,0,probably,0,0,14,11.535616666666666
might,blue,0,probably,0,10,14,11.535616666666666
might,blue,0,probably,0,25,14,11.535616666666666
might,blue,4,probably,0,40,14,11.535616666666666
might,blue,3,probably,0,50,14,11.535616666666666
might,blue,3,probably,0,60,14,11.535616666666666
might,blue,0,probably,0,75,14,11.535616666666666
might,blue,0,probably,0,90,14,11.535616666666666
might,blue,0,probably,0,100,14,11.535616666666666
probably,orange,0,probably,0,0,14,11.535616666666666
probably,orange,0,probably,0,10,14,11.535616666666666
probably,orange,0,probably,0,25,14,11.535616666666666
probably,orange,3,probably,0,40,14,11.535616666666666
probably,orange,3,probably,0,50,14,11.535616666666666
probably,orange,4,probably,0,60,14,11.535616666666666
probably,orange,0,probably,0,75,14,11.535616666666666
probably,orange,0,probably,0,90,14,11.535616666666666
probably,orange,0,probably,0,100,14,11.535616666666666
bare,blue,0,probably,0,0,14,11.535616666666666
bare,blue,0,probably,0,10,14,11.535616666666666
bare,blue,0,probably,0,25,14,11.535616666666666
bare,blue,0,probably,0,40,14,11.535616666666666
bare,blue,0,probably,0,50,14,11.535616666666666
bare,blue,0,probably,0,60,14,11.535616666666666
bare,blue,0,probably,0,75,14,11.535616666666666
bare,blue,0,probably,0,90,14,11.535616666666666
bare,blue,10,probably,0,100,14,11.535616666666666
might,orange,0,probably,0,0,15,5.8654166666666665
might,orange,0,probably,0,10,15,5.8654166666666665
might,orange,0,probably,0,25,15,5.8654166666666665
might,orange,0,probably,0,40,15,5.8654166666666665
might,orange,0,probably,0,50,15,5.8654166666666665
might,orange,8,probably,0,60,15,5.8654166666666665
might,orange,1,probably,0,75,15,5.8654166666666665
might,orange,1,probably,0,90,15,5.8654166666666665
might,orange,0,probably,0,100,15,5.8654166666666665
might,orange,0,probably,0,0,15,5.8654166666666665
might,orange,0,probably,0,10,15,5.8654166666666665
might,orange,0,probably,0,25,15,5.8654166666666665
might,orange,0,probably,0,40,15,5.8654166666666665
might,orange,0,probably,0,50,15,5.8654166666666665
might,orange,8,probably,0,60,15,5.8654166666666665
might,orange,1,probably,0,75,15,5.8654166666666665
might,orange,1,probably,0,90,15,5.8654166666666665
might,orange,0,probably,0,100,15,5.8654166666666665
probably,orange,0,probably,0,0,15,5.8654166666666665
probably,orange,3,probably,0,10,15,5.8654166666666665
probably,orange,4,probably,0,25,15,5.8654166666666665
probably,orange,3,probably,0,40,15,5.8654166666666665
probably,orange,0,probably,0,50,15,5.8654166666666665
probably,orange,0,probably,0,60,15,5.8654166666666665
probably,orange,0,probably,0,75,15,5.8654166666666665
probably,orange,0,probably,0,90,15,5.8654166666666665
probably,orange,0,probably,0,100,15,5.8654166666666665
bare,blue,0,probably,0,0,15,5.8654166666666665
bare,blue,0,probably,0,10,15,5.8654166666666665
bare,blue,0,probably,0,25,15,5.8654166666666665
bare,blue,0,probably,0,40,15,5.8654166666666665
bare,blue,0,probably,0,50,15,5.8654166666666665
bare,blue,0,probably,0,60,15,5.8654166666666665
bare,blue,0,probably,0,75,15,5.8654166666666665
bare,blue,0,probably,0,90,15,5.8654166666666665
bare,blue,10,probably,0,100,15,5.8654166666666665
probably,blue,0,probably,0,0,15,5.8654166666666665
probably,blue,3,probably,0,10,15,5.8654166666666665
probably,blue,4,probably,0,25,15,5.8654166666666665
probably,blue,3,probably,0,40,15,5.8654166666666665
probably,blue,0,probably,0,50,15,5.8654166666666665
probably,blue,0,probably,0,60,15,5.8654166666666665
probably,blue,0,probably,0,75,15,5.8654166666666665
probably,blue,0,probably,0,90,15,5.8654166666666665
probably,blue,0,probably,0,100,15,5.8654166666666665
might,blue,0,probably,0,0,15,5.8654166666666665
might,blue,2,probably,0,10,15,5.8654166666666665
might,blue,3,probably,0,25,15,5.8654166666666665
might,blue,3,probably,0,40,15,5.8654166666666665
might,blue,2,probably,0,50,15,5.8654166666666665
might,blue,0,probably,0,60,15,5.8654166666666665
might,blue,0,probably,0,75,15,5.8654166666666665
might,blue,0,probably,0,90,15,5.8654166666666665
might,blue,0,probably,0,100,15,5.8654166666666665
bare,orange,10,probably,0,0,16,12.402466666666667
bare,orange,0,probably,0,10,16,12.402466666666667
bare,orange,0,probably,0,25,16,12.402466666666667
bare,orange,0,probably,0,40,16,12.402466666666667
bare,orange,0,probably,0,50,16,12.402466666666667
bare,orange,0,probably,0,60,16,12.402466666666667
bare,orange,0,probably,0,75,16,12.402466666666667
bare,orange,0,probably,0,90,16,12.402466666666667
bare,orange,0,probably,0,100,16,12.402466666666667
probably,blue,0,probably,0,0,16,12.402466666666667
probably,blue,0,probably,0,10,16,12.402466666666667
probably,blue,0,probably,0,25,16,12.402466666666667
probably,blue,0,probably,0,40,16,12.402466666666667
probably,blue,0,probably,0,50,16,12.402466666666667
probably,blue,2,probably,0,60,16,12.402466666666667
probably,blue,4,probably,0,75,16,12.402466666666667
probably,blue,4,probably,0,90,16,12.402466666666667
probably,blue,0,probably,0,100,16,12.402466666666667
bare,blue,0,probably,0,0,16,12.402466666666667
bare,blue,0,probably,0,10,16,12.402466666666667
bare,blue,0,probably,0,25,16,12.402466666666667
bare,blue,0,probably,0,40,16,12.402466666666667
bare,blue,0,probably,0,50,16,12.402466666666667
bare,blue,0,probably,0,60,16,12.402466666666667
bare,blue,0,probably,0,75,16,12.402466666666667
bare,blue,0,probably,0,90,16,12.402466666666667
bare,blue,10,probably,0,100,16,12.402466666666667
probably,orange,0,probably,0,0,16,12.402466666666667
probably,orange,6,probably,0,10,16,12.402466666666667
probably,orange,3,probably,0,25,16,12.402466666666667
probably,orange,1,probably,0,40,16,12.402466666666667
probably,orange,0,probably,0,50,16,12.402466666666667
probably,orange,0,probably,0,60,16,12.402466666666667
probably,orange,0,probably,0,75,16,12.402466666666667
probably,orange,0,probably,0,90,16,12.402466666666667
probably,orange,0,probably,0,100,16,12.402466666666667
might,blue,0,probably,0,0,16,12.402466666666667
might,blue,0,probably,0,10,16,12.402466666666667
might,blue,5,probably,0,25,16,12.402466666666667
might,blue,3,probably,0,40,16,12.402466666666667
might,blue,2,probably,0,50,16,12.402466666666667
might,blue,0,probably,0,60,16,12.402466666666667
might,blue,0,probably,0,75,16,12.402466666666667
might,blue,0,probably,0,90,16,12.402466666666667
might,blue,0,probably,0,100,16,12.402466666666667
might,orange,0,probably,0,0,16,12.402466666666667
might,orange,0,probably,0,10,16,12.402466666666667
might,orange,0,probably,0,25,16,12.402466666666667
might,orange,0,probably,0,40,16,12.402466666666667
might,orange,1,probably,0,50,16,12.402466666666667
might,orange,3,probably,0,60,16,12.402466666666667
might,orange,4,probably,0,75,16,12.402466666666667
might,orange,2,probably,0,90,16,12.402466666666667
might,orange,0,probably,0,100,16,12.402466666666667
probably,blue,0,probably,1,0,17,5.992216666666667
probably,blue,0,probably,1,10,17,5.992216666666667
probably,blue,0,probably,1,25,17,5.992216666666667
probably,blue,0,probably,1,40,17,5.992216666666667
probably,blue,0,probably,1,50,17,5.992216666666667
probably,blue,2,probably,1,60,17,5.992216666666667
probably,blue,3,probably,1,75,17,5.992216666666667
probably,blue,5,probably,1,90,17,5.992216666666667
probably,blue,0,probably,1,100,17,5.992216666666667
probably,orange,6,probably,1,0,17,5.992216666666667
probably,orange,2,probably,1,10,17,5.992216666666667
probably,orange,2,probably,1,25,17,5.992216666666667
probably,orange,0,probably,1,40,17,5.992216666666667
probably,orange,0,probably,1,50,17,5.992216666666667
probably,orange,0,probably,1,60,17,5.992216666666667
probably,orange,0,probably,1,75,17,5.992216666666667
probably,orange,0,probably,1,90,17,5.992216666666667
probably,orange,0,probably,1,100,17,5.992216666666667
bare,orange,10,probably,1,0,17,5.992216666666667
bare,orange,0,probably,1,10,17,5.992216666666667
bare,orange,0,probably,1,25,17,5.992216666666667
bare,orange,0,probably,1,40,17,5.992216666666667
bare,orange,0,probably,1,50,17,5.992216666666667
bare,orange,0,probably,1,60,17,5.992216666666667
bare,orange,0,probably,1,75,17,5.992216666666667
bare,orange,0,probably,1,90,17,5.992216666666667
bare,orange,0,probably,1,100,17,5.992216666666667
might,orange,0,probably,1,0,17,5.992216666666667
might,orange,0,probably,1,10,17,5.992216666666667
might,orange,3,probably,1,25,17,5.992216666666667
might,orange,6,probably,1,40,17,5.992216666666667
might,orange,1,probably,1,50,17,5.992216666666667
might,orange,0,probably,1,60,17,5.992216666666667
might,orange,0,probably,1,75,17,5.992216666666667
might,orange,0,probably,1,90,17,5.992216666666667
might,orange,0,probably,1,100,17,5.992216666666667
might,blue,0,probably,1,0,17,5.992216666666667
might,blue,0,probably,1,10,17,5.992216666666667
might,blue,0,probably,1,25,17,5.992216666666667
might,blue,0,probably,1,40,17,5.992216666666667
might,blue,1,probably,1,50,17,5.992216666666667
might,blue,6,probably,1,60,17,5.992216666666667
might,blue,3,probably,1,75,17,5.992216666666667
might,blue,0,probably,1,90,17,5.992216666666667
might,blue,0,probably,1,100,17,5.992216666666667
bare,blue,0,probably,1,0,17,5.992216666666667
bare,blue,0,probably,1,10,17,5.992216666666667
bare,blue,0,probably,1,25,17,5.992216666666667
bare,blue,0,probably,1,40,17,5.992216666666667
bare,blue,0,probably,1,50,17,5.992216666666667
bare,blue,0,probably,1,60,17,5.992216666666667
bare,blue,0,probably,1,75,17,5.992216666666667
bare,blue,1,probably,1,90,17,5.992216666666667
bare,blue,9,probably,1,100,17,5.992216666666667
probably,orange,0,probably,1,0,18,4.973416666666667
probably,orange,0,probably,1,10,18,4.973416666666667
probably,orange,4,probably,1,25,18,4.973416666666667
probably,orange,3,probably,1,40,18,4.973416666666667
probably,orange,3,probably,1,50,18,4.973416666666667
probably,orange,0,probably,1,60,18,4.973416666666667
probably,orange,0,probably,1,75,18,4.973416666666667
probably,orange,0,probably,1,90,18,4.973416666666667
probably,orange,0,probably,1,100,18,4.973416666666667
might,orange,0,probably,1,0,18,4.973416666666667
might,orange,0,probably,1,10,18,4.973416666666667
might,orange,0,probably,1,25,18,4.973416666666667
might,orange,0,probably,1,40,18,4.973416666666667
might,orange,2,probably,1,50,18,4.973416666666667
might,orange,3,probably,1,60,18,4.973416666666667
might,orange,4,probably,1,75,18,4.973416666666667
might,orange,1,probably,1,90,18,4.973416666666667
might,orange,0,probably,1,100,18,4.973416666666667
bare,blue,0,probably,1,0,18,4.973416666666667
bare,blue,0,probably,1,10,18,4.973416666666667
bare,blue,0,probably,1,25,18,4.973416666666667
bare,blue,0,probably,1,40,18,4.973416666666667
bare,blue,0,probably,1,50,18,4.973416666666667
bare,blue,0,probably,1,60,18,4.973416666666667
bare,blue,0,probably,1,75,18,4.973416666666667
bare,blue,0,probably,1,90,18,4.973416666666667
bare,blue,10,probably,1,100,18,4.973416666666667
bare,orange,10,probably,1,0,18,4.973416666666667
bare,orange,0,probably,1,10,18,4.973416666666667
bare,orange,0,probably,1,25,18,4.973416666666667
bare,orange,0,probably,1,40,18,4.973416666666667
bare,orange,0,probably,1,50,18,4.973416666666667
bare,orange,0,probably,1,60,18,4.973416666666667
bare,orange,0,probably,1,75,18,4.973416666666667
bare,orange,0,probably,1,90,18,4.973416666666667
bare,orange,0,probably,1,100,18,4.973416666666667
probably,blue,0,probably,1,0,18,4.973416666666667
probably,blue,0,probably,1,10,18,4.973416666666667
probably,blue,0,probably,1,25,18,4.973416666666667
probably,blue,0,probably,1,40,18,4.973416666666667
probably,blue,0,probably,1,50,18,4.973416666666667
probably,blue,0,probably,1,60,18,4.973416666666667
probably,blue,5,probably,1,75,18,4.973416666666667
probably,blue,5,probably,1,90,18,4.973416666666667
probably,blue,0,probably,1,100,18,4.973416666666667
might,blue,0,probably,1,0,18,4.973416666666667
might,blue,0,probably,1,10,18,4.973416666666667
might,blue,0,probably,1,25,18,4.973416666666667
might,blue,5,probably,1,40,18,4.973416666666667
might,blue,5,probably,1,50,18,4.973416666666667
might,blue,0,probably,1,60,18,4.973416666666667
might,blue,0,probably,1,75,18,4.973416666666667
might,blue,0,probably,1,90,18,4.973416666666667
might,blue,0,probably,1,100,18,4.973416666666667
probably,orange,1,probably,0,0,19,14.500783333333333
probably,orange,3,probably,0,10,19,14.500783333333333
probably,orange,6,probably,0,25,19,14.500783333333333
probably,orange,0,probably,0,40,19,14.500783333333333
probably,orange,0,probably,0,50,19,14.500783333333333
probably,orange,0,probably,0,60,19,14.500783333333333
probably,orange,0,probably,0,75,19,14.500783333333333
probably,orange,0,probably,0,90,19,14.500783333333333
probably,orange,0,probably,0,100,19,14.500783333333333
bare,orange,9,probably,0,0,19,14.500783333333333
bare,orange,1,probably,0,10,19,14.500783333333333
bare,orange,0,probably,0,25,19,14.500783333333333
bare,orange,0,probably,0,40,19,14.500783333333333
bare,orange,0,probably,0,50,19,14.500783333333333
bare,orange,0,probably,0,60,19,14.500783333333333
bare,orange,0,probably,0,75,19,14.500783333333333
bare,orange,0,probably,0,90,19,14.500783333333333
bare,orange,0,probably,0,100,19,14.500783333333333
might,orange,0,probably,0,0,19,14.500783333333333
might,orange,0,probably,0,10,19,14.500783333333333
might,orange,0,probably,0,25,19,14.500783333333333
might,orange,0,probably,0,40,19,14.500783333333333
might,orange,0,probably,0,50,19,14.500783333333333
might,orange,6,probably,0,60,19,14.500783333333333
might,orange,3,probably,0,75,19,14.500783333333333
might,orange,1,probably,0,90,19,14.500783333333333
might,orange,0,probably,0,100,19,14.500783333333333
might,blue,0,probably,0,0,19,14.500783333333333
might,blue,3,probably,0,10,19,14.500783333333333
might,blue,1,probably,0,25,19,14.500783333333333
might,blue,3,probably,0,40,19,14.500783333333333
might,blue,1,probably,0,50,19,14.500783333333333
might,blue,1,probably,0,60,19,14.500783333333333
might,blue,1,probably,0,75,19,14.500783333333333
might,blue,0,probably,0,90,19,14.500783333333333
might,blue,0,probably,0,100,19,14.500783333333333
bare,blue,0,probably,0,0,19,14.500783333333333
bare,blue,0,probably,0,10,19,14.500783333333333
bare,blue,0,probably,0,25,19,14.500783333333333
bare,blue,0,probably,0,40,19,14.500783333333333
bare,blue,0,probably,0,50,19,14.500783333333333
bare,blue,0,probably,0,60,19,14.500783333333333
bare,blue,0,probably,0,75,19,14.500783333333333
bare,blue,1,probably,0,90,19,14.500783333333333
bare,blue,9,probably,0,100,19,14.500783333333333
probably,blue,0,probably,0,0,19,14.500783333333333
probably,blue,0,probably,0,10,19,14.500783333333333
probably,blue,0,probably,0,25,19,14.500783333333333
probably,blue,0,probably,0,40,19,14.500783333333333
probably,blue,0,probably,0,50,19,14.500783333333333
probably,blue,2,probably,0,60,19,14.500783333333333
probably,blue,5,probably,0,75,19,14.500783333333333
probably,blue,3,probably,0,90,19,14.500783333333333
probably,blue,0,probably,0,100,19,14.500783333333333
