"workerid","Answer.time_in_minutes","modal","percentage_blue","Answer.condition","Answer.misread_instructions","rating","color","speaker_cond"
8,7.62213333333333,"probably",50,"probably",1,1,"blue","f"
8,7.62213333333333,"probably",60,"probably",1,1,"blue","f"
8,7.62213333333333,"probably",75,"probably",1,2,"blue","f"
8,7.62213333333333,"probably",90,"probably",1,3,"blue","f"
8,7.62213333333333,"probably",100,"probably",1,3,"blue","f"
8,7.62213333333333,"bare",0,"probably",1,0,"blue","f"
8,7.62213333333333,"bare",10,"probably",1,0,"blue","f"
8,7.62213333333333,"bare",25,"probably",1,1,"blue","f"
8,7.62213333333333,"bare",40,"probably",1,1,"blue","f"
8,7.62213333333333,"bare",50,"probably",1,1,"blue","f"
8,7.62213333333333,"bare",60,"probably",1,2,"blue","f"
8,7.62213333333333,"bare",75,"probably",1,2,"blue","f"
8,7.62213333333333,"bare",90,"probably",1,2,"blue","f"
8,7.62213333333333,"bare",100,"probably",1,1,"blue","f"
8,7.62213333333333,"might",0,"probably",1,0,"orange","f"
8,7.62213333333333,"might",10,"probably",1,3,"orange","f"
8,7.62213333333333,"might",25,"probably",1,2,"orange","f"
8,7.62213333333333,"might",40,"probably",1,2,"orange","f"
8,7.62213333333333,"might",50,"probably",1,1,"orange","f"
8,7.62213333333333,"might",60,"probably",1,1,"orange","f"
8,7.62213333333333,"might",75,"probably",1,1,"orange","f"
8,7.62213333333333,"might",90,"probably",1,0,"orange","f"
8,7.62213333333333,"might",100,"probably",1,0,"orange","f"
9,4.38013333333333,"might",0,"probably",0,0,"blue","f"
9,4.38013333333333,"might",10,"probably",0,1,"blue","f"
9,4.38013333333333,"might",25,"probably",0,8,"blue","f"
9,4.38013333333333,"might",40,"probably",0,1,"blue","f"
9,4.38013333333333,"might",50,"probably",0,0,"blue","f"
9,4.38013333333333,"might",60,"probably",0,0,"blue","f"
9,4.38013333333333,"might",75,"probably",0,0,"blue","f"
9,4.38013333333333,"might",90,"probably",0,0,"blue","f"
9,4.38013333333333,"might",100,"probably",0,0,"blue","f"
9,4.38013333333333,"probably",0,"probably",0,0,"orange","f"
9,4.38013333333333,"probably",10,"probably",0,5,"orange","f"
9,4.38013333333333,"probably",25,"probably",0,5,"orange","f"
9,4.38013333333333,"probably",40,"probably",0,0,"orange","f"
9,4.38013333333333,"probably",50,"probably",0,0,"orange","f"
9,4.38013333333333,"probably",60,"probably",0,0,"orange","f"
9,4.38013333333333,"probably",75,"probably",0,0,"orange","f"
9,4.38013333333333,"probably",90,"probably",0,0,"orange","f"
9,4.38013333333333,"probably",100,"probably",0,0,"orange","f"
9,4.38013333333333,"bare",0,"probably",0,0,"blue","f"
9,4.38013333333333,"bare",10,"probably",0,0,"blue","f"
9,4.38013333333333,"bare",25,"probably",0,0,"blue","f"
9,4.38013333333333,"bare",40,"probably",0,0,"blue","f"
9,4.38013333333333,"bare",50,"probably",0,0,"blue","f"
9,4.38013333333333,"bare",60,"probably",0,0,"blue","f"
9,4.38013333333333,"bare",75,"probably",0,0,"blue","f"
9,4.38013333333333,"bare",90,"probably",0,0,"blue","f"
9,4.38013333333333,"bare",100,"probably",0,10,"blue","f"
9,4.38013333333333,"might",0,"probably",0,0,"orange","f"
9,4.38013333333333,"might",10,"probably",0,0,"orange","f"
9,4.38013333333333,"might",25,"probably",0,0,"orange","f"
9,4.38013333333333,"might",40,"probably",0,0,"orange","f"
9,4.38013333333333,"might",50,"probably",0,0,"orange","f"
9,4.38013333333333,"might",60,"probably",0,0,"orange","f"
9,4.38013333333333,"might",75,"probably",0,5,"orange","f"
9,4.38013333333333,"might",90,"probably",0,5,"orange","f"
9,4.38013333333333,"might",100,"probably",0,0,"orange","f"
9,4.38013333333333,"probably",0,"probably",0,0,"blue","f"
9,4.38013333333333,"probably",10,"probably",0,0,"blue","f"
9,4.38013333333333,"probably",25,"probably",0,0,"blue","f"
9,4.38013333333333,"probably",40,"probably",0,0,"blue","f"
9,4.38013333333333,"probably",50,"probably",0,0,"blue","f"
9,4.38013333333333,"probably",60,"probably",0,0,"blue","f"
9,4.38013333333333,"probably",75,"probably",0,5,"blue","f"
9,4.38013333333333,"probably",90,"probably",0,5,"blue","f"
9,4.38013333333333,"probably",100,"probably",0,0,"blue","f"
9,4.38013333333333,"bare",0,"probably",0,10,"orange","f"
9,4.38013333333333,"bare",10,"probably",0,0,"orange","f"
9,4.38013333333333,"bare",25,"probably",0,0,"orange","f"
9,4.38013333333333,"bare",40,"probably",0,0,"orange","f"
9,4.38013333333333,"bare",50,"probably",0,0,"orange","f"
9,4.38013333333333,"bare",60,"probably",0,0,"orange","f"
9,4.38013333333333,"bare",75,"probably",0,0,"orange","f"
9,4.38013333333333,"bare",90,"probably",0,0,"orange","f"
9,4.38013333333333,"bare",100,"probably",0,0,"orange","f"
10,5.96665,"bare",0,"probably",0,10,"orange","f"
10,5.96665,"bare",10,"probably",0,0,"orange","f"
10,5.96665,"bare",25,"probably",0,0,"orange","f"
10,5.96665,"bare",40,"probably",0,0,"orange","f"
10,5.96665,"bare",50,"probably",0,0,"orange","f"
10,5.96665,"bare",60,"probably",0,0,"orange","f"
10,5.96665,"bare",75,"probably",0,0,"orange","f"
10,5.96665,"bare",90,"probably",0,0,"orange","f"
10,5.96665,"bare",100,"probably",0,0,"orange","f"
10,5.96665,"bare",0,"probably",0,0,"blue","f"
10,5.96665,"bare",10,"probably",0,0,"blue","f"
10,5.96665,"bare",25,"probably",0,0,"blue","f"
10,5.96665,"bare",40,"probably",0,0,"blue","f"
10,5.96665,"bare",50,"probably",0,0,"blue","f"
10,5.96665,"bare",60,"probably",0,0,"blue","f"
10,5.96665,"bare",75,"probably",0,0,"blue","f"
10,5.96665,"bare",90,"probably",0,0,"blue","f"
10,5.96665,"bare",100,"probably",0,10,"blue","f"
10,5.96665,"might",0,"probably",0,0,"blue","f"
10,5.96665,"might",10,"probably",0,0,"blue","f"
10,5.96665,"might",25,"probably",0,7,"blue","f"
10,5.96665,"might",40,"probably",0,3,"blue","f"
10,5.96665,"might",50,"probably",0,0,"blue","f"
10,5.96665,"might",60,"probably",0,0,"blue","f"
10,5.96665,"might",75,"probably",0,0,"blue","f"
10,5.96665,"might",90,"probably",0,0,"blue","f"
10,5.96665,"might",100,"probably",0,0,"blue","f"
10,5.96665,"might",0,"probably",0,0,"orange","f"
10,5.96665,"might",10,"probably",0,0,"orange","f"
10,5.96665,"might",25,"probably",0,0,"orange","f"
10,5.96665,"might",40,"probably",0,0,"orange","f"
10,5.96665,"might",50,"probably",0,0,"orange","f"
10,5.96665,"might",60,"probably",0,4,"orange","f"
10,5.96665,"might",75,"probably",0,6,"orange","f"
10,5.96665,"might",90,"probably",0,0,"orange","f"
10,5.96665,"might",100,"probably",0,0,"orange","f"
10,5.96665,"probably",0,"probably",0,0,"blue","f"
10,5.96665,"probably",10,"probably",0,0,"blue","f"
10,5.96665,"probably",25,"probably",0,0,"blue","f"
10,5.96665,"probably",40,"probably",0,0,"blue","f"
10,5.96665,"probably",50,"probably",0,0,"blue","f"
10,5.96665,"probably",60,"probably",0,2,"blue","f"
10,5.96665,"probably",75,"probably",0,8,"blue","f"
10,5.96665,"probably",90,"probably",0,0,"blue","f"
10,5.96665,"probably",100,"probably",0,0,"blue","f"
10,5.96665,"probably",0,"probably",0,0,"orange","f"
10,5.96665,"probably",10,"probably",0,0,"orange","f"
10,5.96665,"probably",25,"probably",0,7,"orange","f"
10,5.96665,"probably",40,"probably",0,3,"orange","f"
10,5.96665,"probably",50,"probably",0,0,"orange","f"
10,5.96665,"probably",60,"probably",0,0,"orange","f"
10,5.96665,"probably",75,"probably",0,0,"orange","f"
10,5.96665,"probably",90,"probably",0,0,"orange","f"
10,5.96665,"probably",100,"probably",0,0,"orange","f"
11,6.2207,"probably",0,"probably",0,0,"orange","f"
11,6.2207,"probably",10,"probably",0,5,"orange","f"
11,6.2207,"probably",25,"probably",0,5,"orange","f"
11,6.2207,"probably",40,"probably",0,0,"orange","f"
11,6.2207,"probably",50,"probably",0,0,"orange","f"
11,6.2207,"probably",60,"probably",0,0,"orange","f"
11,6.2207,"probably",75,"probably",0,0,"orange","f"
11,6.2207,"probably",90,"probably",0,0,"orange","f"
11,6.2207,"probably",100,"probably",0,0,"orange","f"
11,6.2207,"bare",0,"probably",0,10,"orange","f"
11,6.2207,"bare",10,"probably",0,0,"orange","f"
11,6.2207,"bare",25,"probably",0,0,"orange","f"
11,6.2207,"bare",40,"probably",0,0,"orange","f"
11,6.2207,"bare",50,"probably",0,0,"orange","f"
11,6.2207,"bare",60,"probably",0,0,"orange","f"
11,6.2207,"bare",75,"probably",0,0,"orange","f"
11,6.2207,"bare",90,"probably",0,0,"orange","f"
11,6.2207,"bare",100,"probably",0,0,"orange","f"
11,6.2207,"probably",0,"probably",0,0,"blue","f"
11,6.2207,"probably",10,"probably",0,0,"blue","f"
11,6.2207,"probably",25,"probably",0,0,"blue","f"
11,6.2207,"probably",40,"probably",0,0,"blue","f"
11,6.2207,"probably",50,"probably",0,0,"blue","f"
11,6.2207,"probably",60,"probably",0,3,"blue","f"
11,6.2207,"probably",75,"probably",0,3,"blue","f"
11,6.2207,"probably",90,"probably",0,4,"blue","f"
11,6.2207,"probably",100,"probably",0,0,"blue","f"
11,6.2207,"bare",0,"probably",0,0,"blue","f"
11,6.2207,"bare",10,"probably",0,0,"blue","f"
11,6.2207,"bare",25,"probably",0,0,"blue","f"
11,6.2207,"bare",40,"probably",0,0,"blue","f"
11,6.2207,"bare",50,"probably",0,0,"blue","f"
11,6.2207,"bare",60,"probably",0,0,"blue","f"
11,6.2207,"bare",75,"probably",0,0,"blue","f"
11,6.2207,"bare",90,"probably",0,0,"blue","f"
11,6.2207,"bare",100,"probably",0,10,"blue","f"
11,6.2207,"might",0,"probably",0,0,"orange","f"
11,6.2207,"might",10,"probably",0,0,"orange","f"
11,6.2207,"might",25,"probably",0,0,"orange","f"
11,6.2207,"might",40,"probably",0,0,"orange","f"
11,6.2207,"might",50,"probably",0,0,"orange","f"
11,6.2207,"might",60,"probably",0,1,"orange","f"
11,6.2207,"might",75,"probably",0,4,"orange","f"
11,6.2207,"might",90,"probably",0,5,"orange","f"
11,6.2207,"might",100,"probably",0,0,"orange","f"
11,6.2207,"might",0,"probably",0,0,"blue","f"
11,6.2207,"might",10,"probably",0,4,"blue","f"
11,6.2207,"might",25,"probably",0,3,"blue","f"
11,6.2207,"might",40,"probably",0,3,"blue","f"
11,6.2207,"might",50,"probably",0,0,"blue","f"
11,6.2207,"might",60,"probably",0,0,"blue","f"
11,6.2207,"might",75,"probably",0,0,"blue","f"
11,6.2207,"might",90,"probably",0,0,"blue","f"
11,6.2207,"might",100,"probably",0,0,"blue","f"
12,5.73511666666667,"probably",0,"probably",0,0,"orange","f"
12,5.73511666666667,"probably",10,"probably",0,0,"orange","f"
12,5.73511666666667,"probably",25,"probably",0,0,"orange","f"
12,5.73511666666667,"probably",40,"probably",0,5,"orange","f"
12,5.73511666666667,"probably",50,"probably",0,5,"orange","f"
12,5.73511666666667,"probably",60,"probably",0,0,"orange","f"
12,5.73511666666667,"probably",75,"probably",0,0,"orange","f"
12,5.73511666666667,"probably",90,"probably",0,0,"orange","f"
12,5.73511666666667,"probably",100,"probably",0,0,"orange","f"
12,5.73511666666667,"might",0,"probably",0,0,"blue","f"
12,5.73511666666667,"might",10,"probably",0,0,"blue","f"
12,5.73511666666667,"might",25,"probably",0,0,"blue","f"
12,5.73511666666667,"might",40,"probably",0,0,"blue","f"
12,5.73511666666667,"might",50,"probably",0,0,"blue","f"
12,5.73511666666667,"might",60,"probably",0,6,"blue","f"
12,5.73511666666667,"might",75,"probably",0,4,"blue","f"
12,5.73511666666667,"might",90,"probably",0,0,"blue","f"
12,5.73511666666667,"might",100,"probably",0,0,"blue","f"
12,5.73511666666667,"bare",0,"probably",0,10,"orange","f"
12,5.73511666666667,"bare",10,"probably",0,0,"orange","f"
12,5.73511666666667,"bare",25,"probably",0,0,"orange","f"
12,5.73511666666667,"bare",40,"probably",0,0,"orange","f"
12,5.73511666666667,"bare",50,"probably",0,0,"orange","f"
12,5.73511666666667,"bare",60,"probably",0,0,"orange","f"
12,5.73511666666667,"bare",75,"probably",0,0,"orange","f"
12,5.73511666666667,"bare",90,"probably",0,0,"orange","f"
12,5.73511666666667,"bare",100,"probably",0,0,"orange","f"
12,5.73511666666667,"might",0,"probably",0,0,"orange","f"
12,5.73511666666667,"might",10,"probably",0,0,"orange","f"
12,5.73511666666667,"might",25,"probably",0,3,"orange","f"
12,5.73511666666667,"might",40,"probably",0,4,"orange","f"
12,5.73511666666667,"might",50,"probably",0,3,"orange","f"
12,5.73511666666667,"might",60,"probably",0,0,"orange","f"
12,5.73511666666667,"might",75,"probably",0,0,"orange","f"
12,5.73511666666667,"might",90,"probably",0,0,"orange","f"
12,5.73511666666667,"might",100,"probably",0,0,"orange","f"
12,5.73511666666667,"bare",0,"probably",0,0,"blue","f"
12,5.73511666666667,"bare",10,"probably",0,0,"blue","f"
12,5.73511666666667,"bare",25,"probably",0,0,"blue","f"
12,5.73511666666667,"bare",40,"probably",0,0,"blue","f"
12,5.73511666666667,"bare",50,"probably",0,0,"blue","f"
12,5.73511666666667,"bare",60,"probably",0,0,"blue","f"
12,5.73511666666667,"bare",75,"probably",0,0,"blue","f"
12,5.73511666666667,"bare",90,"probably",0,0,"blue","f"
12,5.73511666666667,"bare",100,"probably",0,10,"blue","f"
12,5.73511666666667,"probably",0,"probably",0,0,"blue","f"
12,5.73511666666667,"probably",10,"probably",0,0,"blue","f"
12,5.73511666666667,"probably",25,"probably",0,0,"blue","f"
12,5.73511666666667,"probably",40,"probably",0,0,"blue","f"
12,5.73511666666667,"probably",50,"probably",0,0,"blue","f"
12,5.73511666666667,"probably",60,"probably",0,4,"blue","f"
12,5.73511666666667,"probably",75,"probably",0,3,"blue","f"
12,5.73511666666667,"probably",90,"probably",0,3,"blue","f"
12,5.73511666666667,"probably",100,"probably",0,0,"blue","f"
13,6.63878333333333,"probably",0,"probably",0,0,"orange","f"
13,6.63878333333333,"probably",10,"probably",0,0,"orange","f"
13,6.63878333333333,"probably",25,"probably",0,4,"orange","f"
13,6.63878333333333,"probably",40,"probably",0,3,"orange","f"
13,6.63878333333333,"probably",50,"probably",0,3,"orange","f"
13,6.63878333333333,"probably",60,"probably",0,0,"orange","f"
13,6.63878333333333,"probably",75,"probably",0,0,"orange","f"
13,6.63878333333333,"probably",90,"probably",0,0,"orange","f"
13,6.63878333333333,"probably",100,"probably",0,0,"orange","f"
13,6.63878333333333,"bare",0,"probably",0,10,"orange","f"
13,6.63878333333333,"bare",10,"probably",0,0,"orange","f"
13,6.63878333333333,"bare",25,"probably",0,0,"orange","f"
13,6.63878333333333,"bare",40,"probably",0,0,"orange","f"
13,6.63878333333333,"bare",50,"probably",0,0,"orange","f"
13,6.63878333333333,"bare",60,"probably",0,0,"orange","f"
13,6.63878333333333,"bare",75,"probably",0,0,"orange","f"
13,6.63878333333333,"bare",90,"probably",0,0,"orange","f"
13,6.63878333333333,"bare",100,"probably",0,0,"orange","f"
13,6.63878333333333,"probably",0,"probably",0,0,"blue","f"
13,6.63878333333333,"probably",10,"probably",0,0,"blue","f"
13,6.63878333333333,"probably",25,"probably",0,0,"blue","f"
13,6.63878333333333,"probably",40,"probably",0,0,"blue","f"
13,6.63878333333333,"probably",50,"probably",0,0,"blue","f"
13,6.63878333333333,"probably",60,"probably",0,2,"blue","f"
13,6.63878333333333,"probably",75,"probably",0,4,"blue","f"
13,6.63878333333333,"probably",90,"probably",0,4,"blue","f"
13,6.63878333333333,"probably",100,"probably",0,0,"blue","f"
13,6.63878333333333,"might",0,"probably",0,0,"orange","f"
13,6.63878333333333,"might",10,"probably",0,0,"orange","f"
13,6.63878333333333,"might",25,"probably",0,0,"orange","f"
13,6.63878333333333,"might",40,"probably",0,3,"orange","f"
13,6.63878333333333,"might",50,"probably",0,3,"orange","f"
13,6.63878333333333,"might",60,"probably",0,3,"orange","f"
13,6.63878333333333,"might",75,"probably",0,1,"orange","f"
13,6.63878333333333,"might",90,"probably",0,0,"orange","f"
13,6.63878333333333,"might",100,"probably",0,0,"orange","f"
13,6.63878333333333,"might",0,"probably",0,0,"blue","f"
13,6.63878333333333,"might",10,"probably",0,0,"blue","f"
13,6.63878333333333,"might",25,"probably",0,3,"blue","f"
13,6.63878333333333,"might",40,"probably",0,4,"blue","f"
13,6.63878333333333,"might",50,"probably",0,3,"blue","f"
13,6.63878333333333,"might",60,"probably",0,0,"blue","f"
13,6.63878333333333,"might",75,"probably",0,0,"blue","f"
13,6.63878333333333,"might",90,"probably",0,0,"blue","f"
13,6.63878333333333,"might",100,"probably",0,0,"blue","f"
13,6.63878333333333,"bare",0,"probably",0,0,"blue","f"
13,6.63878333333333,"bare",10,"probably",0,0,"blue","f"
13,6.63878333333333,"bare",25,"probably",0,0,"blue","f"
13,6.63878333333333,"bare",40,"probably",0,0,"blue","f"
13,6.63878333333333,"bare",50,"probably",0,0,"blue","f"
13,6.63878333333333,"bare",60,"probably",0,0,"blue","f"
13,6.63878333333333,"bare",75,"probably",0,0,"blue","f"
13,6.63878333333333,"bare",90,"probably",0,0,"blue","f"
13,6.63878333333333,"bare",100,"probably",0,10,"blue","f"
14,5.76521666666667,"might",0,"probably",1,0,"orange","f"
14,5.76521666666667,"might",10,"probably",1,0,"orange","f"
14,5.76521666666667,"might",25,"probably",1,0,"orange","f"
14,5.76521666666667,"might",40,"probably",1,0,"orange","f"
14,5.76521666666667,"might",50,"probably",1,4,"orange","f"
14,5.76521666666667,"might",60,"probably",1,3,"orange","f"
14,5.76521666666667,"might",75,"probably",1,3,"orange","f"
14,5.76521666666667,"might",90,"probably",1,0,"orange","f"
14,5.76521666666667,"might",100,"probably",1,0,"orange","f"
14,5.76521666666667,"probably",0,"probably",1,0,"orange","f"
14,5.76521666666667,"probably",10,"probably",1,0,"orange","f"
14,5.76521666666667,"probably",25,"probably",1,3,"orange","f"
14,5.76521666666667,"probably",40,"probably",1,4,"orange","f"
14,5.76521666666667,"probably",50,"probably",1,3,"orange","f"
14,5.76521666666667,"probably",60,"probably",1,0,"orange","f"
14,5.76521666666667,"probably",75,"probably",1,0,"orange","f"
14,5.76521666666667,"probably",90,"probably",1,0,"orange","f"
14,5.76521666666667,"probably",100,"probably",1,0,"orange","f"
14,5.76521666666667,"probably",0,"probably",1,0,"blue","f"
14,5.76521666666667,"probably",10,"probably",1,0,"blue","f"
14,5.76521666666667,"probably",25,"probably",1,0,"blue","f"
14,5.76521666666667,"probably",40,"probably",1,0,"blue","f"
14,5.76521666666667,"probably",50,"probably",1,4,"blue","f"
14,5.76521666666667,"probably",60,"probably",1,4,"blue","f"
14,5.76521666666667,"probably",75,"probably",1,2,"blue","f"
14,5.76521666666667,"probably",90,"probably",1,0,"blue","f"
14,5.76521666666667,"probably",100,"probably",1,0,"blue","f"
14,5.76521666666667,"might",0,"probably",1,0,"blue","f"
14,5.76521666666667,"might",10,"probably",1,4,"blue","f"
14,5.76521666666667,"might",25,"probably",1,5,"blue","f"
14,5.76521666666667,"might",40,"probably",1,1,"blue","f"
14,5.76521666666667,"might",50,"probably",1,0,"blue","f"
14,5.76521666666667,"might",60,"probably",1,0,"blue","f"
14,5.76521666666667,"might",75,"probably",1,0,"blue","f"
14,5.76521666666667,"might",90,"probably",1,0,"blue","f"
14,5.76521666666667,"might",100,"probably",1,0,"blue","f"
14,5.76521666666667,"bare",0,"probably",1,0,"blue","f"
14,5.76521666666667,"bare",10,"probably",1,0,"blue","f"
14,5.76521666666667,"bare",25,"probably",1,0,"blue","f"
14,5.76521666666667,"bare",40,"probably",1,0,"blue","f"
14,5.76521666666667,"bare",50,"probably",1,0,"blue","f"
14,5.76521666666667,"bare",60,"probably",1,0,"blue","f"
14,5.76521666666667,"bare",75,"probably",1,0,"blue","f"
14,5.76521666666667,"bare",90,"probably",1,0,"blue","f"
14,5.76521666666667,"bare",100,"probably",1,10,"blue","f"
14,5.76521666666667,"bare",0,"probably",1,10,"orange","f"
14,5.76521666666667,"bare",10,"probably",1,0,"orange","f"
14,5.76521666666667,"bare",25,"probably",1,0,"orange","f"
14,5.76521666666667,"bare",40,"probably",1,0,"orange","f"
14,5.76521666666667,"bare",50,"probably",1,0,"orange","f"
14,5.76521666666667,"bare",60,"probably",1,0,"orange","f"
14,5.76521666666667,"bare",75,"probably",1,0,"orange","f"
14,5.76521666666667,"bare",90,"probably",1,0,"orange","f"
14,5.76521666666667,"bare",100,"probably",1,0,"orange","f"
15,9.9531,"probably",0,"probably",0,0,"blue","f"
15,9.9531,"probably",10,"probably",0,0,"blue","f"
15,9.9531,"probably",25,"probably",0,0,"blue","f"
15,9.9531,"probably",40,"probably",0,0,"blue","f"
15,9.9531,"probably",50,"probably",0,0,"blue","f"
15,9.9531,"probably",60,"probably",0,3,"blue","f"
15,9.9531,"probably",75,"probably",0,5,"blue","f"
15,9.9531,"probably",90,"probably",0,2,"blue","f"
15,9.9531,"probably",100,"probably",0,0,"blue","f"
15,9.9531,"bare",0,"probably",0,0,"blue","f"
15,9.9531,"bare",10,"probably",0,0,"blue","f"
15,9.9531,"bare",25,"probably",0,0,"blue","f"
15,9.9531,"bare",40,"probably",0,0,"blue","f"
15,9.9531,"bare",50,"probably",0,0,"blue","f"
15,9.9531,"bare",60,"probably",0,0,"blue","f"
15,9.9531,"bare",75,"probably",0,0,"blue","f"
15,9.9531,"bare",90,"probably",0,0,"blue","f"
15,9.9531,"bare",100,"probably",0,10,"blue","f"
15,9.9531,"might",0,"probably",0,0,"orange","f"
15,9.9531,"might",10,"probably",0,0,"orange","f"
15,9.9531,"might",25,"probably",0,0,"orange","f"
15,9.9531,"might",40,"probably",0,0,"orange","f"
15,9.9531,"might",50,"probably",0,3,"orange","f"
15,9.9531,"might",60,"probably",0,4,"orange","f"
15,9.9531,"might",75,"probably",0,3,"orange","f"
15,9.9531,"might",90,"probably",0,0,"orange","f"
15,9.9531,"might",100,"probably",0,0,"orange","f"
15,9.9531,"might",0,"probably",0,0,"blue","f"
15,9.9531,"might",10,"probably",0,1,"blue","f"
15,9.9531,"might",25,"probably",0,3,"blue","f"
15,9.9531,"might",40,"probably",0,3,"blue","f"
15,9.9531,"might",50,"probably",0,3,"blue","f"
15,9.9531,"might",60,"probably",0,0,"blue","f"
15,9.9531,"might",75,"probably",0,0,"blue","f"
15,9.9531,"might",90,"probably",0,0,"blue","f"
15,9.9531,"might",100,"probably",0,0,"blue","f"
15,9.9531,"bare",0,"probably",0,10,"orange","f"
15,9.9531,"bare",10,"probably",0,0,"orange","f"
15,9.9531,"bare",25,"probably",0,0,"orange","f"
15,9.9531,"bare",40,"probably",0,0,"orange","f"
15,9.9531,"bare",50,"probably",0,0,"orange","f"
15,9.9531,"bare",60,"probably",0,0,"orange","f"
15,9.9531,"bare",75,"probably",0,0,"orange","f"
15,9.9531,"bare",90,"probably",0,0,"orange","f"
15,9.9531,"bare",100,"probably",0,0,"orange","f"
15,9.9531,"probably",0,"probably",0,0,"orange","f"
15,9.9531,"probably",10,"probably",0,3,"orange","f"
15,9.9531,"probably",25,"probably",0,4,"orange","f"
15,9.9531,"probably",40,"probably",0,3,"orange","f"
15,9.9531,"probably",50,"probably",0,0,"orange","f"
15,9.9531,"probably",60,"probably",0,0,"orange","f"
15,9.9531,"probably",75,"probably",0,0,"orange","f"
15,9.9531,"probably",90,"probably",0,0,"orange","f"
15,9.9531,"probably",100,"probably",0,0,"orange","f"
16,6.10995,"probably",0,"probably",0,0,"orange","f"
16,6.10995,"probably",10,"probably",0,1,"orange","f"
16,6.10995,"probably",25,"probably",0,4,"orange","f"
16,6.10995,"probably",40,"probably",0,4,"orange","f"
16,6.10995,"probably",50,"probably",0,1,"orange","f"
16,6.10995,"probably",60,"probably",0,0,"orange","f"
16,6.10995,"probably",75,"probably",0,0,"orange","f"
16,6.10995,"probably",90,"probably",0,0,"orange","f"
16,6.10995,"probably",100,"probably",0,0,"orange","f"
16,6.10995,"probably",0,"probably",0,0,"blue","f"
16,6.10995,"probably",10,"probably",0,0,"blue","f"
16,6.10995,"probably",25,"probably",0,0,"blue","f"
16,6.10995,"probably",40,"probably",0,0,"blue","f"
16,6.10995,"probably",50,"probably",0,1,"blue","f"
16,6.10995,"probably",60,"probably",0,3,"blue","f"
16,6.10995,"probably",75,"probably",0,4,"blue","f"
16,6.10995,"probably",90,"probably",0,2,"blue","f"
16,6.10995,"probably",100,"probably",0,0,"blue","f"
16,6.10995,"might",0,"probably",0,0,"blue","f"
16,6.10995,"might",10,"probably",0,2,"blue","f"
16,6.10995,"might",25,"probably",0,4,"blue","f"
16,6.10995,"might",40,"probably",0,3,"blue","f"
16,6.10995,"might",50,"probably",0,1,"blue","f"
16,6.10995,"might",60,"probably",0,0,"blue","f"
16,6.10995,"might",75,"probably",0,0,"blue","f"
16,6.10995,"might",90,"probably",0,0,"blue","f"
16,6.10995,"might",100,"probably",0,0,"blue","f"
16,6.10995,"bare",0,"probably",0,10,"orange","f"
16,6.10995,"bare",10,"probably",0,0,"orange","f"
16,6.10995,"bare",25,"probably",0,0,"orange","f"
16,6.10995,"bare",40,"probably",0,0,"orange","f"
16,6.10995,"bare",50,"probably",0,0,"orange","f"
16,6.10995,"bare",60,"probably",0,0,"orange","f"
16,6.10995,"bare",75,"probably",0,0,"orange","f"
16,6.10995,"bare",90,"probably",0,0,"orange","f"
16,6.10995,"bare",100,"probably",0,0,"orange","f"
16,6.10995,"bare",0,"probably",0,0,"blue","f"
16,6.10995,"bare",10,"probably",0,0,"blue","f"
16,6.10995,"bare",25,"probably",0,0,"blue","f"
16,6.10995,"bare",40,"probably",0,0,"blue","f"
16,6.10995,"bare",50,"probably",0,0,"blue","f"
16,6.10995,"bare",60,"probably",0,0,"blue","f"
16,6.10995,"bare",75,"probably",0,0,"blue","f"
16,6.10995,"bare",90,"probably",0,0,"blue","f"
16,6.10995,"bare",100,"probably",0,10,"blue","f"
16,6.10995,"might",0,"probably",0,0,"orange","f"
16,6.10995,"might",10,"probably",0,0,"orange","f"
16,6.10995,"might",25,"probably",0,0,"orange","f"
16,6.10995,"might",40,"probably",0,0,"orange","f"
16,6.10995,"might",50,"probably",0,1,"orange","f"
16,6.10995,"might",60,"probably",0,4,"orange","f"
16,6.10995,"might",75,"probably",0,4,"orange","f"
16,6.10995,"might",90,"probably",0,1,"orange","f"
16,6.10995,"might",100,"probably",0,0,"orange","f"
17,7.12251666666667,"probably",0,"probably",0,0,"orange","f"
17,7.12251666666667,"probably",10,"probably",0,1,"orange","f"
17,7.12251666666667,"probably",25,"probably",0,2,"orange","f"
17,7.12251666666667,"probably",40,"probably",0,4,"orange","f"
17,7.12251666666667,"probably",50,"probably",0,2,"orange","f"
17,7.12251666666667,"probably",60,"probably",0,1,"orange","f"
17,7.12251666666667,"probably",75,"probably",0,0,"orange","f"
17,7.12251666666667,"probably",90,"probably",0,0,"orange","f"
17,7.12251666666667,"probably",100,"probably",0,0,"orange","f"
17,7.12251666666667,"bare",0,"probably",0,0,"blue","f"
17,7.12251666666667,"bare",10,"probably",0,0,"blue","f"
17,7.12251666666667,"bare",25,"probably",0,0,"blue","f"
17,7.12251666666667,"bare",40,"probably",0,0,"blue","f"
17,7.12251666666667,"bare",50,"probably",0,0,"blue","f"
17,7.12251666666667,"bare",60,"probably",0,0,"blue","f"
17,7.12251666666667,"bare",75,"probably",0,0,"blue","f"
17,7.12251666666667,"bare",90,"probably",0,1,"blue","f"
17,7.12251666666667,"bare",100,"probably",0,9,"blue","f"
17,7.12251666666667,"probably",0,"probably",0,0,"blue","f"
17,7.12251666666667,"probably",10,"probably",0,0,"blue","f"
