"Answer.time_in_minutes","modal","workerid","rating","percentage_blue","color","Answer.misread_instructions","Answer.condition","speaker_cond"
4.92176666666667,"probably",9,0,0,"blue",1,"might","f"
4.92176666666667,"probably",9,0,10,"blue",1,"might","f"
4.92176666666667,"probably",9,0,25,"blue",1,"might","f"
4.92176666666667,"probably",9,0,40,"blue",1,"might","f"
4.92176666666667,"probably",9,0,50,"blue",1,"might","f"
4.92176666666667,"probably",9,0,60,"blue",1,"might","f"
4.92176666666667,"probably",9,3,75,"blue",1,"might","f"
4.92176666666667,"probably",9,6,90,"blue",1,"might","f"
4.92176666666667,"probably",9,1,100,"blue",1,"might","f"
4.92176666666667,"bare",9,0,0,"blue",1,"might","f"
4.92176666666667,"bare",9,0,10,"blue",1,"might","f"
4.92176666666667,"bare",9,0,25,"blue",1,"might","f"
4.92176666666667,"bare",9,0,40,"blue",1,"might","f"
4.92176666666667,"bare",9,0,50,"blue",1,"might","f"
4.92176666666667,"bare",9,0,60,"blue",1,"might","f"
4.92176666666667,"bare",9,0,75,"blue",1,"might","f"
4.92176666666667,"bare",9,0,90,"blue",1,"might","f"
4.92176666666667,"bare",9,10,100,"blue",1,"might","f"
4.92176666666667,"probably",9,0,0,"orange",1,"might","f"
4.92176666666667,"probably",9,0,10,"orange",1,"might","f"
4.92176666666667,"probably",9,0,25,"orange",1,"might","f"
4.92176666666667,"probably",9,0,40,"orange",1,"might","f"
4.92176666666667,"probably",9,0,50,"orange",1,"might","f"
4.92176666666667,"probably",9,0,60,"orange",1,"might","f"
4.92176666666667,"probably",9,10,75,"orange",1,"might","f"
4.92176666666667,"probably",9,0,90,"orange",1,"might","f"
4.92176666666667,"probably",9,0,100,"orange",1,"might","f"
4.92176666666667,"bare",9,10,0,"orange",1,"might","f"
4.92176666666667,"bare",9,0,10,"orange",1,"might","f"
4.92176666666667,"bare",9,0,25,"orange",1,"might","f"
4.92176666666667,"bare",9,0,40,"orange",1,"might","f"
4.92176666666667,"bare",9,0,50,"orange",1,"might","f"
4.92176666666667,"bare",9,0,60,"orange",1,"might","f"
4.92176666666667,"bare",9,0,75,"orange",1,"might","f"
4.92176666666667,"bare",9,0,90,"orange",1,"might","f"
4.92176666666667,"bare",9,0,100,"orange",1,"might","f"
4.92176666666667,"might",9,0,0,"blue",1,"might","f"
4.92176666666667,"might",9,0,10,"blue",1,"might","f"
4.92176666666667,"might",9,0,25,"blue",1,"might","f"
4.92176666666667,"might",9,0,40,"blue",1,"might","f"
4.92176666666667,"might",9,0,50,"blue",1,"might","f"
4.92176666666667,"might",9,1,60,"blue",1,"might","f"
4.92176666666667,"might",9,7,75,"blue",1,"might","f"
4.92176666666667,"might",9,1,90,"blue",1,"might","f"
4.92176666666667,"might",9,1,100,"blue",1,"might","f"
6.04396666666667,"bare",10,0,0,"blue",0,"might","f"
6.04396666666667,"bare",10,0,10,"blue",0,"might","f"
6.04396666666667,"bare",10,0,25,"blue",0,"might","f"
6.04396666666667,"bare",10,0,40,"blue",0,"might","f"
6.04396666666667,"bare",10,0,50,"blue",0,"might","f"
6.04396666666667,"bare",10,0,60,"blue",0,"might","f"
6.04396666666667,"bare",10,0,75,"blue",0,"might","f"
6.04396666666667,"bare",10,0,90,"blue",0,"might","f"
6.04396666666667,"bare",10,10,100,"blue",0,"might","f"
6.04396666666667,"might",10,0,0,"orange",0,"might","f"
6.04396666666667,"might",10,0,10,"orange",0,"might","f"
6.04396666666667,"might",10,3,25,"orange",0,"might","f"
6.04396666666667,"might",10,5,40,"orange",0,"might","f"
6.04396666666667,"might",10,2,50,"orange",0,"might","f"
6.04396666666667,"might",10,0,60,"orange",0,"might","f"
6.04396666666667,"might",10,0,75,"orange",0,"might","f"
6.04396666666667,"might",10,0,90,"orange",0,"might","f"
6.04396666666667,"might",10,0,100,"orange",0,"might","f"
6.04396666666667,"probably",10,0,0,"blue",0,"might","f"
6.04396666666667,"probably",10,0,10,"blue",0,"might","f"
6.04396666666667,"probably",10,0,25,"blue",0,"might","f"
6.04396666666667,"probably",10,0,40,"blue",0,"might","f"
6.04396666666667,"probably",10,0,50,"blue",0,"might","f"
6.04396666666667,"probably",10,0,60,"blue",0,"might","f"
6.04396666666667,"probably",10,1,75,"blue",0,"might","f"
6.04396666666667,"probably",10,9,90,"blue",0,"might","f"
6.04396666666667,"probably",10,0,100,"blue",0,"might","f"
6.04396666666667,"bare",10,10,0,"orange",0,"might","f"
6.04396666666667,"bare",10,0,10,"orange",0,"might","f"
6.04396666666667,"bare",10,0,25,"orange",0,"might","f"
6.04396666666667,"bare",10,0,40,"orange",0,"might","f"
6.04396666666667,"bare",10,0,50,"orange",0,"might","f"
6.04396666666667,"bare",10,0,60,"orange",0,"might","f"
6.04396666666667,"bare",10,0,75,"orange",0,"might","f"
6.04396666666667,"bare",10,0,90,"orange",0,"might","f"
6.04396666666667,"bare",10,0,100,"orange",0,"might","f"
6.04396666666667,"might",10,0,0,"blue",0,"might","f"
6.04396666666667,"might",10,0,10,"blue",0,"might","f"
6.04396666666667,"might",10,0,25,"blue",0,"might","f"
6.04396666666667,"might",10,0,40,"blue",0,"might","f"
6.04396666666667,"might",10,0,50,"blue",0,"might","f"
6.04396666666667,"might",10,6,60,"blue",0,"might","f"
6.04396666666667,"might",10,4,75,"blue",0,"might","f"
6.04396666666667,"might",10,0,90,"blue",0,"might","f"
6.04396666666667,"might",10,0,100,"blue",0,"might","f"
6.04396666666667,"probably",10,0,0,"orange",0,"might","f"
6.04396666666667,"probably",10,8,10,"orange",0,"might","f"
6.04396666666667,"probably",10,2,25,"orange",0,"might","f"
6.04396666666667,"probably",10,0,40,"orange",0,"might","f"
6.04396666666667,"probably",10,0,50,"orange",0,"might","f"
6.04396666666667,"probably",10,0,60,"orange",0,"might","f"
6.04396666666667,"probably",10,0,75,"orange",0,"might","f"
6.04396666666667,"probably",10,0,90,"orange",0,"might","f"
6.04396666666667,"probably",10,0,100,"orange",0,"might","f"
6.15675,"might",11,0,0,"blue",0,"might","f"
6.15675,"might",11,0,10,"blue",0,"might","f"
6.15675,"might",11,0,25,"blue",0,"might","f"
6.15675,"might",11,0,40,"blue",0,"might","f"
6.15675,"might",11,0,50,"blue",0,"might","f"
6.15675,"might",11,7,60,"blue",0,"might","f"
6.15675,"might",11,3,75,"blue",0,"might","f"
6.15675,"might",11,0,90,"blue",0,"might","f"
6.15675,"might",11,0,100,"blue",0,"might","f"
6.15675,"probably",11,0,0,"blue",0,"might","f"
6.15675,"probably",11,0,10,"blue",0,"might","f"
6.15675,"probably",11,0,25,"blue",0,"might","f"
6.15675,"probably",11,0,40,"blue",0,"might","f"
6.15675,"probably",11,0,50,"blue",0,"might","f"
6.15675,"probably",11,0,60,"blue",0,"might","f"
6.15675,"probably",11,5,75,"blue",0,"might","f"
6.15675,"probably",11,5,90,"blue",0,"might","f"
6.15675,"probably",11,0,100,"blue",0,"might","f"
6.15675,"probably",11,0,0,"orange",0,"might","f"
6.15675,"probably",11,5,10,"orange",0,"might","f"
6.15675,"probably",11,5,25,"orange",0,"might","f"
6.15675,"probably",11,0,40,"orange",0,"might","f"
6.15675,"probably",11,0,50,"orange",0,"might","f"
6.15675,"probably",11,0,60,"orange",0,"might","f"
6.15675,"probably",11,0,75,"orange",0,"might","f"
6.15675,"probably",11,0,90,"orange",0,"might","f"
6.15675,"probably",11,0,100,"orange",0,"might","f"
6.15675,"bare",11,0,0,"blue",0,"might","f"
6.15675,"bare",11,0,10,"blue",0,"might","f"
6.15675,"bare",11,0,25,"blue",0,"might","f"
6.15675,"bare",11,0,40,"blue",0,"might","f"
6.15675,"bare",11,0,50,"blue",0,"might","f"
6.15675,"bare",11,0,60,"blue",0,"might","f"
6.15675,"bare",11,0,75,"blue",0,"might","f"
6.15675,"bare",11,0,90,"blue",0,"might","f"
6.15675,"bare",11,10,100,"blue",0,"might","f"
6.15675,"bare",11,10,0,"orange",0,"might","f"
6.15675,"bare",11,0,10,"orange",0,"might","f"
6.15675,"bare",11,0,25,"orange",0,"might","f"
6.15675,"bare",11,0,40,"orange",0,"might","f"
6.15675,"bare",11,0,50,"orange",0,"might","f"
6.15675,"bare",11,0,60,"orange",0,"might","f"
6.15675,"bare",11,0,75,"orange",0,"might","f"
6.15675,"bare",11,0,90,"orange",0,"might","f"
6.15675,"bare",11,0,100,"orange",0,"might","f"
6.15675,"might",11,0,0,"orange",0,"might","f"
6.15675,"might",11,0,10,"orange",0,"might","f"
6.15675,"might",11,0,25,"orange",0,"might","f"
6.15675,"might",11,5,40,"orange",0,"might","f"
6.15675,"might",11,5,50,"orange",0,"might","f"
6.15675,"might",11,0,60,"orange",0,"might","f"
6.15675,"might",11,0,75,"orange",0,"might","f"
6.15675,"might",11,0,90,"orange",0,"might","f"
6.15675,"might",11,0,100,"orange",0,"might","f"
4.20996666666667,"bare",12,0,0,"blue",0,"might","f"
4.20996666666667,"bare",12,0,10,"blue",0,"might","f"
4.20996666666667,"bare",12,0,25,"blue",0,"might","f"
4.20996666666667,"bare",12,0,40,"blue",0,"might","f"
4.20996666666667,"bare",12,0,50,"blue",0,"might","f"
4.20996666666667,"bare",12,0,60,"blue",0,"might","f"
4.20996666666667,"bare",12,0,75,"blue",0,"might","f"
4.20996666666667,"bare",12,0,90,"blue",0,"might","f"
4.20996666666667,"bare",12,10,100,"blue",0,"might","f"
4.20996666666667,"might",12,0,0,"blue",0,"might","f"
4.20996666666667,"might",12,3,10,"blue",0,"might","f"
4.20996666666667,"might",12,3,25,"blue",0,"might","f"
4.20996666666667,"might",12,3,40,"blue",0,"might","f"
4.20996666666667,"might",12,1,50,"blue",0,"might","f"
4.20996666666667,"might",12,0,60,"blue",0,"might","f"
4.20996666666667,"might",12,0,75,"blue",0,"might","f"
4.20996666666667,"might",12,0,90,"blue",0,"might","f"
4.20996666666667,"might",12,0,100,"blue",0,"might","f"
4.20996666666667,"probably",12,0,0,"blue",0,"might","f"
4.20996666666667,"probably",12,0,10,"blue",0,"might","f"
4.20996666666667,"probably",12,0,25,"blue",0,"might","f"
4.20996666666667,"probably",12,0,40,"blue",0,"might","f"
4.20996666666667,"probably",12,0,50,"blue",0,"might","f"
4.20996666666667,"probably",12,3,60,"blue",0,"might","f"
4.20996666666667,"probably",12,3,75,"blue",0,"might","f"
4.20996666666667,"probably",12,4,90,"blue",0,"might","f"
4.20996666666667,"probably",12,0,100,"blue",0,"might","f"
4.20996666666667,"probably",12,0,0,"orange",0,"might","f"
4.20996666666667,"probably",12,4,10,"orange",0,"might","f"
4.20996666666667,"probably",12,3,25,"orange",0,"might","f"
4.20996666666667,"probably",12,3,40,"orange",0,"might","f"
4.20996666666667,"probably",12,0,50,"orange",0,"might","f"
4.20996666666667,"probably",12,0,60,"orange",0,"might","f"
4.20996666666667,"probably",12,0,75,"orange",0,"might","f"
4.20996666666667,"probably",12,0,90,"orange",0,"might","f"
4.20996666666667,"probably",12,0,100,"orange",0,"might","f"
4.20996666666667,"bare",12,10,0,"orange",0,"might","f"
4.20996666666667,"bare",12,0,10,"orange",0,"might","f"
4.20996666666667,"bare",12,0,25,"orange",0,"might","f"
4.20996666666667,"bare",12,0,40,"orange",0,"might","f"
4.20996666666667,"bare",12,0,50,"orange",0,"might","f"
4.20996666666667,"bare",12,0,60,"orange",0,"might","f"
4.20996666666667,"bare",12,0,75,"orange",0,"might","f"
4.20996666666667,"bare",12,0,90,"orange",0,"might","f"
4.20996666666667,"bare",12,0,100,"orange",0,"might","f"
4.20996666666667,"might",12,0,0,"orange",0,"might","f"
4.20996666666667,"might",12,0,10,"orange",0,"might","f"
4.20996666666667,"might",12,0,25,"orange",0,"might","f"
4.20996666666667,"might",12,5,40,"orange",0,"might","f"
4.20996666666667,"might",12,5,50,"orange",0,"might","f"
4.20996666666667,"might",12,0,60,"orange",0,"might","f"
4.20996666666667,"might",12,0,75,"orange",0,"might","f"
4.20996666666667,"might",12,0,90,"orange",0,"might","f"
4.20996666666667,"might",12,0,100,"orange",0,"might","f"
6.8118,"bare",13,0,0,"blue",0,"might","f"
6.8118,"bare",13,0,10,"blue",0,"might","f"
6.8118,"bare",13,0,25,"blue",0,"might","f"
6.8118,"bare",13,0,40,"blue",0,"might","f"
6.8118,"bare",13,0,50,"blue",0,"might","f"
6.8118,"bare",13,0,60,"blue",0,"might","f"
6.8118,"bare",13,0,75,"blue",0,"might","f"
6.8118,"bare",13,0,90,"blue",0,"might","f"
6.8118,"bare",13,10,100,"blue",0,"might","f"
6.8118,"probably",13,0,0,"blue",0,"might","f"
6.8118,"probably",13,0,10,"blue",0,"might","f"
6.8118,"probably",13,0,25,"blue",0,"might","f"
6.8118,"probably",13,0,40,"blue",0,"might","f"
6.8118,"probably",13,0,50,"blue",0,"might","f"
6.8118,"probably",13,0,60,"blue",0,"might","f"
6.8118,"probably",13,0,75,"blue",0,"might","f"
6.8118,"probably",13,10,90,"blue",0,"might","f"
6.8118,"probably",13,0,100,"blue",0,"might","f"
6.8118,"might",13,0,0,"blue",0,"might","f"
6.8118,"might",13,0,10,"blue",0,"might","f"
6.8118,"might",13,0,25,"blue",0,"might","f"
6.8118,"might",13,0,40,"blue",0,"might","f"
6.8118,"might",13,0,50,"blue",0,"might","f"
6.8118,"might",13,6,60,"blue",0,"might","f"
6.8118,"might",13,4,75,"blue",0,"might","f"
6.8118,"might",13,0,90,"blue",0,"might","f"
6.8118,"might",13,0,100,"blue",0,"might","f"
6.8118,"probably",13,0,0,"orange",0,"might","f"
6.8118,"probably",13,10,10,"orange",0,"might","f"
6.8118,"probably",13,0,25,"orange",0,"might","f"
6.8118,"probably",13,0,40,"orange",0,"might","f"
6.8118,"probably",13,0,50,"orange",0,"might","f"
6.8118,"probably",13,0,60,"orange",0,"might","f"
6.8118,"probably",13,0,75,"orange",0,"might","f"
6.8118,"probably",13,0,90,"orange",0,"might","f"
6.8118,"probably",13,0,100,"orange",0,"might","f"
6.8118,"bare",13,10,0,"orange",0,"might","f"
6.8118,"bare",13,0,10,"orange",0,"might","f"
6.8118,"bare",13,0,25,"orange",0,"might","f"
6.8118,"bare",13,0,40,"orange",0,"might","f"
6.8118,"bare",13,0,50,"orange",0,"might","f"
6.8118,"bare",13,0,60,"orange",0,"might","f"
6.8118,"bare",13,0,75,"orange",0,"might","f"
6.8118,"bare",13,0,90,"orange",0,"might","f"
6.8118,"bare",13,0,100,"orange",0,"might","f"
6.8118,"might",13,0,0,"orange",0,"might","f"
6.8118,"might",13,0,10,"orange",0,"might","f"
6.8118,"might",13,0,25,"orange",0,"might","f"
6.8118,"might",13,7,40,"orange",0,"might","f"
6.8118,"might",13,3,50,"orange",0,"might","f"
6.8118,"might",13,0,60,"orange",0,"might","f"
6.8118,"might",13,0,75,"orange",0,"might","f"
6.8118,"might",13,0,90,"orange",0,"might","f"
6.8118,"might",13,0,100,"orange",0,"might","f"
5.58448333333333,"bare",14,0,0,"blue",0,"might","f"
5.58448333333333,"bare",14,0,10,"blue",0,"might","f"
5.58448333333333,"bare",14,0,25,"blue",0,"might","f"
5.58448333333333,"bare",14,0,40,"blue",0,"might","f"
5.58448333333333,"bare",14,0,50,"blue",0,"might","f"
5.58448333333333,"bare",14,0,60,"blue",0,"might","f"
5.58448333333333,"bare",14,0,75,"blue",0,"might","f"
5.58448333333333,"bare",14,0,90,"blue",0,"might","f"
5.58448333333333,"bare",14,10,100,"blue",0,"might","f"
5.58448333333333,"might",14,0,0,"blue",0,"might","f"
5.58448333333333,"might",14,0,10,"blue",0,"might","f"
5.58448333333333,"might",14,0,25,"blue",0,"might","f"
5.58448333333333,"might",14,3,40,"blue",0,"might","f"
5.58448333333333,"might",14,3,50,"blue",0,"might","f"
5.58448333333333,"might",14,4,60,"blue",0,"might","f"
5.58448333333333,"might",14,0,75,"blue",0,"might","f"
5.58448333333333,"might",14,0,90,"blue",0,"might","f"
5.58448333333333,"might",14,0,100,"blue",0,"might","f"
5.58448333333333,"probably",14,0,0,"blue",0,"might","f"
5.58448333333333,"probably",14,0,10,"blue",0,"might","f"
5.58448333333333,"probably",14,0,25,"blue",0,"might","f"
5.58448333333333,"probably",14,0,40,"blue",0,"might","f"
5.58448333333333,"probably",14,0,50,"blue",0,"might","f"
5.58448333333333,"probably",14,0,60,"blue",0,"might","f"
5.58448333333333,"probably",14,5,75,"blue",0,"might","f"
5.58448333333333,"probably",14,5,90,"blue",0,"might","f"
5.58448333333333,"probably",14,0,100,"blue",0,"might","f"
5.58448333333333,"probably",14,0,0,"orange",0,"might","f"
5.58448333333333,"probably",14,5,10,"orange",0,"might","f"
5.58448333333333,"probably",14,5,25,"orange",0,"might","f"
5.58448333333333,"probably",14,0,40,"orange",0,"might","f"
5.58448333333333,"probably",14,0,50,"orange",0,"might","f"
5.58448333333333,"probably",14,0,60,"orange",0,"might","f"
5.58448333333333,"probably",14,0,75,"orange",0,"might","f"
5.58448333333333,"probably",14,0,90,"orange",0,"might","f"
5.58448333333333,"probably",14,0,100,"orange",0,"might","f"
5.58448333333333,"bare",14,10,0,"orange",0,"might","f"
5.58448333333333,"bare",14,0,10,"orange",0,"might","f"
5.58448333333333,"bare",14,0,25,"orange",0,"might","f"
5.58448333333333,"bare",14,0,40,"orange",0,"might","f"
5.58448333333333,"bare",14,0,50,"orange",0,"might","f"
5.58448333333333,"bare",14,0,60,"orange",0,"might","f"
5.58448333333333,"bare",14,0,75,"orange",0,"might","f"
5.58448333333333,"bare",14,0,90,"orange",0,"might","f"
5.58448333333333,"bare",14,0,100,"orange",0,"might","f"
5.58448333333333,"might",14,0,0,"orange",0,"might","f"
5.58448333333333,"might",14,0,10,"orange",0,"might","f"
5.58448333333333,"might",14,0,25,"orange",0,"might","f"
5.58448333333333,"might",14,5,40,"orange",0,"might","f"
5.58448333333333,"might",14,5,50,"orange",0,"might","f"
5.58448333333333,"might",14,0,60,"orange",0,"might","f"
5.58448333333333,"might",14,0,75,"orange",0,"might","f"
5.58448333333333,"might",14,0,90,"orange",0,"might","f"
5.58448333333333,"might",14,0,100,"orange",0,"might","f"
6.32218333333333,"bare",15,10,0,"orange",0,"might","f"
6.32218333333333,"bare",15,0,10,"orange",0,"might","f"
6.32218333333333,"bare",15,0,25,"orange",0,"might","f"
6.32218333333333,"bare",15,0,40,"orange",0,"might","f"
6.32218333333333,"bare",15,0,50,"orange",0,"might","f"
6.32218333333333,"bare",15,0,60,"orange",0,"might","f"
6.32218333333333,"bare",15,0,75,"orange",0,"might","f"
6.32218333333333,"bare",15,0,90,"orange",0,"might","f"
6.32218333333333,"bare",15,0,100,"orange",0,"might","f"
6.32218333333333,"probably",15,0,0,"blue",0,"might","f"
6.32218333333333,"probably",15,0,10,"blue",0,"might","f"
6.32218333333333,"probably",15,0,25,"blue",0,"might","f"
6.32218333333333,"probably",15,0,40,"blue",0,"might","f"
6.32218333333333,"probably",15,0,50,"blue",0,"might","f"
6.32218333333333,"probably",15,0,60,"blue",0,"might","f"
6.32218333333333,"probably",15,2,75,"blue",0,"might","f"
6.32218333333333,"probably",15,8,90,"blue",0,"might","f"
6.32218333333333,"probably",15,0,100,"blue",0,"might","f"
6.32218333333333,"bare",15,0,0,"blue",0,"might","f"
6.32218333333333,"bare",15,0,10,"blue",0,"might","f"
6.32218333333333,"bare",15,0,25,"blue",0,"might","f"
6.32218333333333,"bare",15,0,40,"blue",0,"might","f"
6.32218333333333,"bare",15,0,50,"blue",0,"might","f"
6.32218333333333,"bare",15,0,60,"blue",0,"might","f"
6.32218333333333,"bare",15,0,75,"blue",0,"might","f"
6.32218333333333,"bare",15,0,90,"blue",0,"might","f"
6.32218333333333,"bare",15,10,100,"blue",0,"might","f"
6.32218333333333,"might",15,0,0,"orange",0,"might","f"
6.32218333333333,"might",15,0,10,"orange",0,"might","f"
6.32218333333333,"might",15,5,25,"orange",0,"might","f"
6.32218333333333,"might",15,3,40,"orange",0,"might","f"
6.32218333333333,"might",15,2,50,"orange",0,"might","f"
6.32218333333333,"might",15,0,60,"orange",0,"might","f"
6.32218333333333,"might",15,0,75,"orange",0,"might","f"
6.32218333333333,"might",15,0,90,"orange",0,"might","f"
6.32218333333333,"might",15,0,100,"orange",0,"might","f"
6.32218333333333,"probably",15,0,0,"orange",0,"might","f"
6.32218333333333,"probably",15,9,10,"orange",0,"might","f"
6.32218333333333,"probably",15,1,25,"orange",0,"might","f"
6.32218333333333,"probably",15,0,40,"orange",0,"might","f"
6.32218333333333,"probably",15,0,50,"orange",0,"might","f"
6.32218333333333,"probably",15,0,60,"orange",0,"might","f"
6.32218333333333,"probably",15,0,75,"orange",0,"might","f"
6.32218333333333,"probably",15,0,90,"orange",0,"might","f"
6.32218333333333,"probably",15,0,100,"orange",0,"might","f"
6.32218333333333,"might",15,0,0,"blue",0,"might","f"
6.32218333333333,"might",15,0,10,"blue",0,"might","f"
6.32218333333333,"might",15,10,25,"blue",0,"might","f"
6.32218333333333,"might",15,0,40,"blue",0,"might","f"
6.32218333333333,"might",15,0,50,"blue",0,"might","f"
6.32218333333333,"might",15,0,60,"blue",0,"might","f"
6.32218333333333,"might",15,0,75,"blue",0,"might","f"
6.32218333333333,"might",15,0,90,"blue",0,"might","f"
6.32218333333333,"might",15,0,100,"blue",0,"might","f"
7.5082,"probably",16,0,0,"orange",0,"might","f"
7.5082,"probably",16,6,10,"orange",0,"might","f"
7.5082,"probably",16,4,25,"orange",0,"might","f"
7.5082,"probably",16,0,40,"orange",0,"might","f"
7.5082,"probably",16,0,50,"orange",0,"might","f"
7.5082,"probably",16,0,60,"orange",0,"might","f"
7.5082,"probably",16,0,75,"orange",0,"might","f"
7.5082,"probably",16,0,90,"orange",0,"might","f"
7.5082,"probably",16,0,100,"orange",0,"might","f"
7.5082,"probably",16,0,0,"blue",0,"might","f"
7.5082,"probably",16,0,10,"blue",0,"might","f"
7.5082,"probably",16,0,25,"blue",0,"might","f"
7.5082,"probably",16,0,40,"blue",0,"might","f"
7.5082,"probably",16,0,50,"blue",0,"might","f"
7.5082,"probably",16,0,60,"blue",0,"might","f"
7.5082,"probably",16,4,75,"blue",0,"might","f"
7.5082,"probably",16,6,90,"blue",0,"might","f"
7.5082,"probably",16,0,100,"blue",0,"might","f"
7.5082,"bare",16,10,0,"orange",0,"might","f"
7.5082,"bare",16,0,10,"orange",0,"might","f"
7.5082,"bare",16,0,25,"orange",0,"might","f"
7.5082,"bare",16,0,40,"orange",0,"might","f"
7.5082,"bare",16,0,50,"orange",0,"might","f"
7.5082,"bare",16,0,60,"orange",0,"might","f"
7.5082,"bare",16,0,75,"orange",0,"might","f"
7.5082,"bare",16,0,90,"orange",0,"might","f"
7.5082,"bare",16,0,100,"orange",0,"might","f"
7.5082,"bare",16,0,0,"blue",0,"might","f"
7.5082,"bare",16,0,10,"blue",0,"might","f"
7.5082,"bare",16,0,25,"blue",0,"might","f"
7.5082,"bare",16,0,40,"blue",0,"might","f"
7.5082,"bare",16,0,50,"blue",0,"might","f"
7.5082,"bare",16,0,60,"blue",0,"might","f"
7.5082,"bare",16,0,75,"blue",0,"might","f"
7.5082,"bare",16,0,90,"blue",0,"might","f"
7.5082,"bare",16,10,100,"blue",0,"might","f"
7.5082,"might",16,0,0,"blue",0,"might","f"
7.5082,"might",16,3,10,"blue",0,"might","f"
7.5082,"might",16,2,25,"blue",0,"might","f"
7.5082,"might",16,3,40,"blue",0,"might","f"
7.5082,"might",16,2,50,"blue",0,"might","f"
7.5082,"might",16,0,60,"blue",0,"might","f"
7.5082,"might",16,0,75,"blue",0,"might","f"
7.5082,"might",16,0,90,"blue",0,"might","f"
7.5082,"might",16,0,100,"blue",0,"might","f"
7.5082,"might",16,0,0,"orange",0,"might","f"
7.5082,"might",16,0,10,"orange",0,"might","f"
7.5082,"might",16,0,25,"orange",0,"might","f"
7.5082,"might",16,0,40,"orange",0,"might","f"
7.5082,"might",16,0,50,"orange",0,"might","f"
7.5082,"might",16,2,60,"orange",0,"might","f"
7.5082,"might",16,3,75,"orange",0,"might","f"
7.5082,"might",16,5,90,"orange",0,"might","f"
7.5082,"might",16,0,100,"orange",0,"might","f"
8.11203333333333,"might",17,0,0,"blue",1,"might","f"
8.11203333333333,"might",17,1,10,"blue",1,"might","f"
8.11203333333333,"might",17,1,25,"blue",1,"might","f"
8.11203333333333,"might",17,1,40,"blue",1,"might","f"
8.11203333333333,"might",17,1,50,"blue",1,"might","f"
8.11203333333333,"might",17,1,60,"blue",1,"might","f"
8.11203333333333,"might",17,1,75,"blue",1,"might","f"
8.11203333333333,"might",17,1,90,"blue",1,"might","f"
8.11203333333333,"might",17,3,100,"blue",1,"might","f"
8.11203333333333,"probably",17,0,0,"blue",1,"might","f"
8.11203333333333,"probably",17,0,10,"blue",1,"might","f"
8.11203333333333,"probably",17,0,25,"blue",1,"might","f"
8.11203333333333,"probably",17,0,40,"blue",1,"might","f"
8.11203333333333,"probably",17,0,50,"blue",1,"might","f"
8.11203333333333,"probably",17,2,60,"blue",1,"might","f"
8.11203333333333,"probably",17,1,75,"blue",1,"might","f"
8.11203333333333,"probably",17,2,90,"blue",1,"might","f"
8.11203333333333,"probably",17,5,100,"blue",1,"might","f"
8.11203333333333,"bare",17,6,0,"orange",1,"might","f"
8.11203333333333,"bare",17,1,10,"orange",1,"might","f"
8.11203333333333,"bare",17,1,25,"orange",1,"might","f"
8.11203333333333,"bare",17,1,40,"orange",1,"might","f"
8.11203333333333,"bare",17,1,50,"orange",1,"might","f"
8.11203333333333,"bare",17,0,60,"orange",1,"might","f"
8.11203333333333,"bare",17,0,75,"orange",1,"might","f"
8.11203333333333,"bare",17,0,90,"orange",1,"might","f"
8.11203333333333,"bare",17,0,100,"orange",1,"might","f"
8.11203333333333,"bare",17,0,0,"blue",1,"might","f"
8.11203333333333,"bare",17,0,10,"blue",1,"might","f"
8.11203333333333,"bare",17,0,25,"blue",1,"might","f"
8.11203333333333,"bare",17,0,40,"blue",1,"might","f"
8.11203333333333,"bare",17,2,50,"blue",1,"might","f"
8.11203333333333,"bare",17,2,60,"blue",1,"might","f"
8.11203333333333,"bare",17,2,75,"blue",1,"might","f"
8.11203333333333,"bare",17,2,90,"blue",1,"might","f"
8.11203333333333,"bare",17,2,100,"blue",1,"might","f"
8.11203333333333,"probably",17,3,0,"orange",1,"might","f"
8.11203333333333,"probably",17,2,10,"orange",1,"might","f"
8.11203333333333,"probably",17,1,25,"orange",1,"might","f"
8.11203333333333,"probably",17,1,40,"orange",1,"might","f"
8.11203333333333,"probably",17,1,50,"orange",1,"might","f"
8.11203333333333,"probably",17,1,60,"orange",1,"might","f"
8.11203333333333,"probably",17,1,75,"orange",1,"might","f"
8.11203333333333,"probably",17,0,90,"orange",1,"might","f"
8.11203333333333,"probably",17,0,100,"orange",1,"might","f"
8.11203333333333,"might",17,5,0,"orange",1,"might","f"
8.11203333333333,"might",17,3,10,"orange",1,"might","f"
8.11203333333333,"might",17,1,25,"orange",1,"might","f"
8.11203333333333,"might",17,1,40,"orange",1,"might","f"
8.11203333333333,"might",17,0,50,"orange",1,"might","f"
8.11203333333333,"might",17,0,60,"orange",1,"might","f"
8.11203333333333,"might",17,0,75,"orange",1,"might","f"
8.11203333333333,"might",17,0,90,"orange",1,"might","f"
8.11203333333333,"might",17,0,100,"orange",1,"might","f"
7.34673333333333,"might",18,0,0,"orange",0,"might","f"
7.34673333333333,"might",18,0,10,"orange",0,"might","f"
7.34673333333333,"might",18,0,25,"orange",0,"might","f"
7.34673333333333,"might",18,2,40,"orange",0,"might","f"
7.34673333333333,"might",18,3,50,"orange",0,"might","f"
7.34673333333333,"might",18,3,60,"orange",0,"might","f"
7.34673333333333,"might",18,2,75,"orange",0,"might","f"
7.34673333333333,"might",18,0,90,"orange",0,"might","f"
7.34673333333333,"might",18,0,100,"orange",0,"might","f"
