image,modal,color,correct_answer,catch_trial_answer_correct,video,catch_trial,percentage_blue,workerid
scene_blue_video_25.gif,might,blue,,-1,blue_might_m,0,25,15
scene_orange_video_40.gif,probably,orange,,-1,orange_probably_m,0,40,15
scene_orange_video_75.gif,might,orange,,-1,orange_might_m,0,75,15
scene_orange_video_40.gif,probably,orange,,-1,orange_probably_m,0,40,15
scene_orange_video_75.gif,might,orange,2,1,orange_might_m,1,75,15
scene_blue_video_100.gif,bare,blue,,-1,blue_bare_m,0,100,15
scene_orange_video_40.gif,probably,orange,,-1,orange_probably_m,0,40,15
scene_blue_video_25.gif,might,blue,2,1,blue_might_m,1,25,15
scene_blue_video_100.gif,bare,blue,1,0,blue_bare_m,1,100,15
scene_orange_video_75.gif,might,orange,,-1,orange_might_m,0,75,15
scene_blue_video_60.gif,probably,blue,,-1,blue_probably_m,0,60,15
scene_orange_video_0.gif,bare,orange,,-1,orange_bare_m,0,0,15
scene_orange_video_0.gif,bare,orange,,-1,orange_bare_m,0,0,15
scene_blue_video_60.gif,probably,blue,,-1,blue_probably_m,0,60,15
scene_orange_video_75.gif,might,orange,1,0,orange_might_m,1,75,15
scene_blue_video_25.gif,might,blue,,-1,blue_might_m,0,25,15
scene_blue_video_60.gif,probably,blue,1,1,blue_probably_m,1,60,16
scene_blue_video_60.gif,probably,blue,,-1,blue_probably_m,0,60,16
scene_blue_video_60.gif,probably,blue,,-1,blue_probably_m,0,60,16
scene_blue_video_25.gif,might,blue,,-1,blue_might_m,0,25,16
scene_orange_video_75.gif,might,orange,,-1,orange_might_m,0,75,16
scene_blue_video_100.gif,bare,blue,,-1,blue_bare_m,0,100,16
scene_orange_video_0.gif,bare,orange,,-1,orange_bare_m,0,0,16
scene_orange_video_75.gif,might,orange,,-1,orange_might_m,0,75,16
scene_blue_video_25.gif,might,blue,,-1,blue_might_m,0,25,16
scene_blue_video_60.gif,probably,blue,,-1,blue_probably_m,0,60,16
scene_orange_video_0.gif,bare,orange,,-1,orange_bare_m,0,0,16
scene_orange_video_40.gif,probably,orange,,-1,orange_probably_m,0,40,16
scene_blue_video_25.gif,might,blue,1,1,blue_might_m,1,25,16
scene_orange_video_40.gif,probably,orange,,-1,orange_probably_m,0,40,16
scene_blue_video_25.gif,might,blue,2,1,blue_might_m,1,25,16
scene_blue_video_60.gif,probably,blue,,-1,blue_probably_m,0,60,16
scene_blue_video_25.gif,might,blue,,-1,blue_might_m,0,25,16
scene_orange_video_75.gif,might,orange,2,1,orange_might_m,1,75,16
scene_orange_video_40.gif,probably,orange,1,1,orange_probably_m,1,40,16
scene_orange_video_0.gif,bare,orange,,-1,orange_bare_m,0,0,16
scene_blue_video_60.gif,probably,blue,2,1,blue_probably_m,1,60,16
scene_orange_video_75.gif,might,orange,,-1,orange_might_m,0,75,16
scene_blue_video_100.gif,bare,blue,,-1,blue_bare_m,0,100,16
scene_orange_video_75.gif,might,orange,,-1,orange_might_m,0,75,16
scene_blue_video_60.gif,probably,blue,,-1,blue_probably_m,0,60,16
scene_blue_video_25.gif,might,blue,,-1,blue_might_m,0,25,17
scene_orange_video_75.gif,might,orange,2,1,orange_might_m,1,75,17
scene_blue_video_100.gif,bare,blue,,-1,blue_bare_m,0,100,17
scene_orange_video_40.gif,probably,orange,,-1,orange_probably_m,0,40,17
scene_blue_video_100.gif,bare,blue,2,1,blue_bare_m,1,100,17
scene_blue_video_60.gif,probably,blue,,-1,blue_probably_m,0,60,17
scene_blue_video_25.gif,might,blue,2,1,blue_might_m,1,25,17
scene_blue_video_25.gif,might,blue,,-1,blue_might_m,0,25,17
scene_blue_video_60.gif,probably,blue,,-1,blue_probably_m,0,60,17
scene_blue_video_60.gif,probably,blue,,-1,blue_probably_m,0,60,17
scene_orange_video_75.gif,might,orange,,-1,orange_might_m,0,75,17
scene_blue_video_60.gif,probably,blue,,-1,blue_probably_m,0,60,17
scene_orange_video_0.gif,bare,orange,,-1,orange_bare_m,0,0,17
scene_blue_video_60.gif,probably,blue,1,1,blue_probably_m,1,60,17
scene_orange_video_75.gif,might,orange,,-1,orange_might_m,0,75,17
scene_blue_video_25.gif,might,blue,,-1,blue_might_m,0,25,17
scene_orange_video_0.gif,bare,orange,,-1,orange_bare_m,0,0,17
scene_blue_video_60.gif,probably,blue,,-1,blue_probably_m,0,60,17
scene_blue_video_60.gif,probably,blue,1,1,blue_probably_m,1,60,17
scene_blue_video_25.gif,might,blue,1,1,blue_might_m,1,25,17
scene_orange_video_0.gif,bare,orange,,-1,orange_bare_m,0,0,17
scene_blue_video_25.gif,might,blue,,-1,blue_might_m,0,25,17
scene_blue_video_25.gif,might,blue,,-1,blue_might_m,0,25,17
scene_blue_video_60.gif,probably,blue,,-1,blue_probably_m,0,60,17
scene_orange_video_40.gif,probably,orange,,-1,orange_probably_m,0,40,17
scene_orange_video_75.gif,might,orange,,-1,orange_might_m,0,75,18
scene_orange_video_75.gif,might,orange,,-1,orange_might_m,0,75,18
scene_blue_video_25.gif,might,blue,2,0,blue_might_m,1,25,18
scene_orange_video_75.gif,might,orange,,-1,orange_might_m,0,75,18
scene_blue_video_60.gif,probably,blue,1,1,blue_probably_m,1,60,18
scene_orange_video_40.gif,probably,orange,1,1,orange_probably_m,1,40,18
scene_blue_video_100.gif,bare,blue,,-1,blue_bare_m,0,100,18
scene_blue_video_25.gif,might,blue,,-1,blue_might_m,0,25,18
scene_orange_video_40.gif,probably,orange,,-1,orange_probably_m,0,40,18
scene_blue_video_25.gif,might,blue,,-1,blue_might_m,0,25,18
scene_blue_video_60.gif,probably,blue,,-1,blue_probably_m,0,60,18
scene_orange_video_40.gif,probably,orange,2,1,orange_probably_m,1,40,18
scene_orange_video_40.gif,probably,orange,,-1,orange_probably_m,0,40,18
scene_orange_video_40.gif,probably,orange,,-1,orange_probably_m,0,40,18
scene_orange_video_75.gif,might,orange,,-1,orange_might_m,0,75,18
scene_orange_video_40.gif,probably,orange,,-1,orange_probably_m,0,40,18
scene_blue_video_60.gif,probably,blue,,-1,blue_probably_m,0,60,18
scene_blue_video_100.gif,bare,blue,,-1,blue_bare_m,0,100,18
scene_orange_video_75.gif,might,orange,,-1,orange_might_m,0,75,18
scene_blue_video_100.gif,bare,blue,2,1,blue_bare_m,1,100,18
scene_orange_video_75.gif,might,orange,,-1,orange_might_m,0,75,18
scene_orange_video_40.gif,probably,orange,,-1,orange_probably_m,0,40,18
scene_orange_video_0.gif,bare,orange,,-1,orange_bare_m,0,0,18
scene_blue_video_100.gif,bare,blue,2,1,blue_bare_m,1,100,18
scene_orange_video_75.gif,might,orange,,-1,orange_might_m,0,75,18
scene_blue_video_60.gif,probably,blue,,-1,blue_probably_m,0,60,19
scene_orange_video_75.gif,might,orange,1,1,orange_might_m,1,75,19
scene_blue_video_60.gif,probably,blue,,-1,blue_probably_m,0,60,19
scene_orange_video_75.gif,might,orange,2,1,orange_might_m,1,75,19
scene_blue_video_100.gif,bare,blue,,-1,blue_bare_m,0,100,19
scene_orange_video_40.gif,probably,orange,2,1,orange_probably_m,1,40,19
scene_orange_video_75.gif,might,orange,,-1,orange_might_m,0,75,19
scene_blue_video_25.gif,might,blue,,-1,blue_might_m,0,25,19
scene_blue_video_100.gif,bare,blue,,-1,blue_bare_m,0,100,19
scene_orange_video_75.gif,might,orange,,-1,orange_might_m,0,75,19
scene_blue_video_60.gif,probably,blue,,-1,blue_probably_m,0,60,19
scene_orange_video_75.gif,might,orange,,-1,orange_might_m,0,75,19
scene_orange_video_40.gif,probably,orange,1,1,orange_probably_m,1,40,19
scene_orange_video_0.gif,bare,orange,,-1,orange_bare_m,0,0,19
scene_orange_video_40.gif,probably,orange,,-1,orange_probably_m,0,40,19
scene_blue_video_25.gif,might,blue,2,1,blue_might_m,1,25,19
scene_orange_video_75.gif,might,orange,1,1,orange_might_m,1,75,19
scene_blue_video_60.gif,probably,blue,,-1,blue_probably_m,0,60,19
scene_orange_video_75.gif,might,orange,,-1,orange_might_m,0,75,19
scene_blue_video_60.gif,probably,blue,,-1,blue_probably_m,0,60,19
scene_blue_video_60.gif,probably,blue,,-1,blue_probably_m,0,60,19
scene_blue_video_60.gif,probably,blue,,-1,blue_probably_m,0,60,19
scene_blue_video_25.gif,might,blue,,-1,blue_might_m,0,25,19
scene_orange_video_0.gif,bare,orange,,-1,orange_bare_m,0,0,19
scene_blue_video_100.gif,bare,blue,,-1,blue_bare_m,0,100,19
