workerid,percentage_blue,image,catch_trial_answer_correct,color,modal,correct_answer,video,catch_trial
15,90,scene_blue_video_90.gif,-1,blue,probably,,blue_probably_m,0
15,90,scene_blue_video_90.gif,-1,blue,probably,,blue_probably_m,0
15,60,scene_blue_video_60.gif,-1,blue,might,,blue_might_m,0
15,90,scene_blue_video_90.gif,-1,blue,probably,,blue_probably_m,0
15,90,scene_blue_video_90.gif,-1,blue,probably,,blue_probably_m,0
15,0,scene_orange_video_0.gif,-1,orange,bare,,orange_bare_m,0
15,0,scene_orange_video_0.gif,-1,orange,bare,,orange_bare_m,0
15,60,scene_blue_video_60.gif,1,blue,might,2,blue_might_m,1
15,40,scene_orange_video_40.gif,1,orange,might,1,orange_might_m,1
15,0,scene_orange_video_0.gif,-1,orange,bare,,orange_bare_m,0
15,0,scene_orange_video_0.gif,-1,orange,bare,,orange_bare_m,0
15,40,scene_orange_video_40.gif,1,orange,might,2,orange_might_m,1
15,90,scene_blue_video_90.gif,-1,blue,probably,,blue_probably_m,0
15,90,scene_blue_video_90.gif,-1,blue,probably,,blue_probably_m,0
15,40,scene_orange_video_40.gif,-1,orange,might,,orange_might_m,0
15,40,scene_orange_video_40.gif,-1,orange,might,,orange_might_m,0
16,0,scene_orange_video_0.gif,1,orange,bare,2,orange_bare_m,1
16,0,scene_orange_video_0.gif,-1,orange,bare,,orange_bare_m,0
16,40,scene_orange_video_40.gif,-1,orange,might,,orange_might_m,0
16,10,scene_orange_video_10.gif,-1,orange,probably,,orange_probably_m,0
16,60,scene_blue_video_60.gif,-1,blue,might,,blue_might_m,0
16,90,scene_blue_video_90.gif,-1,blue,probably,,blue_probably_m,0
16,90,scene_blue_video_90.gif,1,blue,probably,2,blue_probably_m,1
16,60,scene_blue_video_60.gif,-1,blue,might,,blue_might_m,0
16,10,scene_orange_video_10.gif,-1,orange,probably,,orange_probably_m,0
16,60,scene_blue_video_60.gif,1,blue,might,1,blue_might_m,1
16,60,scene_blue_video_60.gif,-1,blue,might,,blue_might_m,0
16,100,scene_blue_video_100.gif,-1,blue,bare,,blue_bare_m,0
16,40,scene_orange_video_40.gif,-1,orange,might,,orange_might_m,0
16,0,scene_orange_video_0.gif,-1,orange,bare,,orange_bare_m,0
16,60,scene_blue_video_60.gif,-1,blue,might,,blue_might_m,0
16,90,scene_blue_video_90.gif,-1,blue,probably,,blue_probably_m,0
16,60,scene_blue_video_60.gif,-1,blue,might,,blue_might_m,0
16,90,scene_blue_video_90.gif,1,blue,probably,2,blue_probably_m,1
16,10,scene_orange_video_10.gif,-1,orange,probably,,orange_probably_m,0
16,10,scene_orange_video_10.gif,-1,orange,probably,,orange_probably_m,0
16,40,scene_orange_video_40.gif,1,orange,might,1,orange_might_m,1
16,100,scene_blue_video_100.gif,-1,blue,bare,,blue_bare_m,0
16,10,scene_orange_video_10.gif,-1,orange,probably,,orange_probably_m,0
16,10,scene_orange_video_10.gif,1,orange,probably,2,orange_probably_m,1
16,60,scene_blue_video_60.gif,-1,blue,might,,blue_might_m,0
17,40,scene_orange_video_40.gif,1,orange,might,1,orange_might_m,1
17,60,scene_blue_video_60.gif,-1,blue,might,,blue_might_m,0
17,0,scene_orange_video_0.gif,-1,orange,bare,,orange_bare_m,0
17,90,scene_blue_video_90.gif,-1,blue,probably,,blue_probably_m,0
17,100,scene_blue_video_100.gif,-1,blue,bare,,blue_bare_m,0
17,0,scene_orange_video_0.gif,-1,orange,bare,,orange_bare_m,0
17,10,scene_orange_video_10.gif,-1,orange,probably,,orange_probably_m,0
17,90,scene_blue_video_90.gif,-1,blue,probably,,blue_probably_m,0
17,90,scene_blue_video_90.gif,1,blue,probably,1,blue_probably_m,1
17,40,scene_orange_video_40.gif,-1,orange,might,,orange_might_m,0
17,90,scene_blue_video_90.gif,1,blue,probably,2,blue_probably_m,1
17,10,scene_orange_video_10.gif,1,orange,probably,2,orange_probably_m,1
17,0,scene_orange_video_0.gif,-1,orange,bare,,orange_bare_m,0
17,40,scene_orange_video_40.gif,-1,orange,might,,orange_might_m,0
17,100,scene_blue_video_100.gif,-1,blue,bare,,blue_bare_m,0
17,40,scene_orange_video_40.gif,1,orange,might,2,orange_might_m,1
17,90,scene_blue_video_90.gif,-1,blue,probably,,blue_probably_m,0
17,40,scene_orange_video_40.gif,-1,orange,might,,orange_might_m,0
17,40,scene_orange_video_40.gif,-1,orange,might,,orange_might_m,0
17,40,scene_orange_video_40.gif,-1,orange,might,,orange_might_m,0
17,90,scene_blue_video_90.gif,1,blue,probably,2,blue_probably_m,1
17,90,scene_blue_video_90.gif,-1,blue,probably,,blue_probably_m,0
17,60,scene_blue_video_60.gif,-1,blue,might,,blue_might_m,0
17,60,scene_blue_video_60.gif,-1,blue,might,,blue_might_m,0
17,90,scene_blue_video_90.gif,-1,blue,probably,,blue_probably_m,0
18,60,scene_blue_video_60.gif,-1,blue,might,,blue_might_m,0
18,90,scene_blue_video_90.gif,-1,blue,probably,,blue_probably_m,0
18,90,scene_blue_video_90.gif,-1,blue,probably,,blue_probably_m,0
18,60,scene_blue_video_60.gif,-1,blue,might,,blue_might_m,0
18,60,scene_blue_video_60.gif,-1,blue,might,,blue_might_m,0
18,100,scene_blue_video_100.gif,1,blue,bare,1,blue_bare_m,1
18,90,scene_blue_video_90.gif,-1,blue,probably,,blue_probably_m,0
18,60,scene_blue_video_60.gif,-1,blue,might,,blue_might_m,0
18,10,scene_orange_video_10.gif,-1,orange,probably,,orange_probably_m,0
18,10,scene_orange_video_10.gif,1,orange,probably,2,orange_probably_m,1
18,90,scene_blue_video_90.gif,-1,blue,probably,,blue_probably_m,0
18,10,scene_orange_video_10.gif,-1,orange,probably,,orange_probably_m,0
18,40,scene_orange_video_40.gif,-1,orange,might,,orange_might_m,0
18,40,scene_orange_video_40.gif,1,orange,might,2,orange_might_m,1
18,60,scene_blue_video_60.gif,1,blue,might,1,blue_might_m,1
18,40,scene_orange_video_40.gif,1,orange,might,1,orange_might_m,1
18,60,scene_blue_video_60.gif,-1,blue,might,,blue_might_m,0
18,60,scene_blue_video_60.gif,-1,blue,might,,blue_might_m,0
18,100,scene_blue_video_100.gif,-1,blue,bare,,blue_bare_m,0
18,0,scene_orange_video_0.gif,-1,orange,bare,,orange_bare_m,0
18,10,scene_orange_video_10.gif,-1,orange,probably,,orange_probably_m,0
18,10,scene_orange_video_10.gif,-1,orange,probably,,orange_probably_m,0
18,100,scene_blue_video_100.gif,-1,blue,bare,,blue_bare_m,0
18,90,scene_blue_video_90.gif,-1,blue,probably,,blue_probably_m,0
18,100,scene_blue_video_100.gif,1,blue,bare,2,blue_bare_m,1
19,0,scene_orange_video_0.gif,-1,orange,bare,,orange_bare_m,0
19,0,scene_orange_video_0.gif,-1,orange,bare,,orange_bare_m,0
19,60,scene_blue_video_60.gif,-1,blue,might,,blue_might_m,0
19,90,scene_blue_video_90.gif,1,blue,probably,2,blue_probably_m,1
19,40,scene_orange_video_40.gif,-1,orange,might,,orange_might_m,0
19,40,scene_orange_video_40.gif,-1,orange,might,,orange_might_m,0
19,40,scene_orange_video_40.gif,-1,orange,might,,orange_might_m,0
19,40,scene_orange_video_40.gif,-1,orange,might,,orange_might_m,0
19,40,scene_orange_video_40.gif,1,orange,might,1,orange_might_m,1
19,10,scene_orange_video_10.gif,-1,orange,probably,,orange_probably_m,0
19,60,scene_blue_video_60.gif,-1,blue,might,,blue_might_m,0
19,10,scene_orange_video_10.gif,0,orange,probably,2,orange_probably_m,1
19,100,scene_blue_video_100.gif,-1,blue,bare,,blue_bare_m,0
19,100,scene_blue_video_100.gif,-1,blue,bare,,blue_bare_m,0
19,90,scene_blue_video_90.gif,1,blue,probably,2,blue_probably_m,1
19,90,scene_blue_video_90.gif,-1,blue,probably,,blue_probably_m,0
19,90,scene_blue_video_90.gif,-1,blue,probably,,blue_probably_m,0
19,60,scene_blue_video_60.gif,-1,blue,might,,blue_might_m,0
19,100,scene_blue_video_100.gif,1,blue,bare,2,blue_bare_m,1
19,90,scene_blue_video_90.gif,-1,blue,probably,,blue_probably_m,0
19,60,scene_blue_video_60.gif,-1,blue,might,,blue_might_m,0
19,60,scene_blue_video_60.gif,-1,blue,might,,blue_might_m,0
19,10,scene_orange_video_10.gif,-1,orange,probably,,orange_probably_m,0
19,10,scene_orange_video_10.gif,1,orange,probably,1,orange_probably_m,1
19,10,scene_orange_video_10.gif,-1,orange,probably,,orange_probably_m,0
