Item_ID	Sentence	Expression	Context
83315:59	i mean, just because you feel like he was being kicked on, which he certainly was *t*-1, you know.	certainly	###speakerb92.###speakera93.###i was there during the, during the trial actually,###yeah.###speakerb94.###yeah.###and the opposite was true of me.###uh, after the case was over, i was like, somebody get ahold of these people and find out why in the world did they vote the way 0 they did *t*-1 *t*-2, you know.###speakera95.###yeah,###speakerb96.###speakera97.###yeah,###yeah.###speakerb98.###it was like, well, a picture is not good enough.###we want *-1 to see,###i do not know what they wanted *t*-1 honestly.###did they want the guy to,###i do not know.
83345:5	maybe when you are there in the r-, in the courtroom yourself and you are sitting there and you have got *-1 to make a judgment on somebody *t*-2.	maybe	###speakera103.###speakerb104.###the guy was obviously guilty.###speakera105.###no,###but,###speakerb106.###speakera107.###yeah.###i always balanced in the, in the situation.###i remember the jurors, uh,###i thought to myself, how did, how did### they only, i think 0 they only, uh, found him guilty on one count. which *t*-1 was, uh, not even, which *t*-3 was a class something felony. which *t*-2 was not even punishable, uh, uh, to the degree that they thought 0 it.###speakerb108.### one, one count.###speakera109.###speakerb110.###yeah.###speakera111.###but i do not know,
83347:7	or maybe the evidence was not as sensational as the media presented it *?*.	maybe	###the guy was obviously guilty.###speakera105.###no,###but,###speakerb106.###speakera107.###yeah.###i always balanced in the, in the situation.###i remember the jurors, uh,###i thought to myself, how did, how did### they only, i think 0 they only, uh, found him guilty on one count. which *t*-1 was, uh, not even, which *t*-3 was a class something felony. which *t*-2 was not even punishable, uh, uh, to the degree that they thought 0 it.###speakerb108.### one, one count.###speakera109.###speakerb110.###yeah.###speakera111.###but i do not know,###maybe when you are there in the r-, in the courtroom yourself and you are sitting there and you have got *-1 to make a judgment on somebody *t*-2.###and the prosecutors do a lousy job,
83352:8	that might be it.	might	###speakera107.###yeah.###i always balanced in the, in the situation.###i remember the jurors, uh,###i thought to myself, how did, how did### they only, i think 0 they only, uh, found him guilty on one count. which *t*-1 was, uh, not even, which *t*-3 was a class something felony. which *t*-2 was not even punishable, uh, uh, to the degree that they thought 0 it.###speakerb108.### one, one count.###speakera109.###speakerb110.###yeah.###speakera111.###but i do not know,###maybe when you are there in the r-, in the courtroom yourself and you are sitting there and you have got *-1 to make a judgment on somebody *t*-2.###and the prosecutors do a lousy job,###or maybe the evidence was not as sensational as the media presented it *?*.###i mean, i, i am not making excuses for.###speakerb112.###yeah.###speakera113.
83426:8	they probably built that in so they could make money.	probably	###and, uh, he, he took the alter-, the guy in, in the parts shop took the alternator###and he put it on the little thing 0 he has *t*-1 in there 0 *t*-2 to test them###and, uh, he said 0 there was nothing wrong with the alternator###so we, we went back and tried it again, put it on again###and it still didn't work,###and we took the car up to, um, a little place called * pep boys,###i don't know if you have them in your area###speakerb12.###uh-huh.###speakera13.###but, uh, they're, they're pretty reasonable, uh, car repair place also.###so, uh, * took it up there, towed it up there because it, you know, wouldn't start or anything###and this thing just kept *-1 blowing out the fuses###and, uh, * took them about an, an hour *-2 to, um, figure out what *t*-3 was, what *t*-4 was blowing the fuse,###and it was, it was the alternator that *t*-1 was blowing the fuse.###anyway, * ended up *-1 taking it to the toyota dealer###and the only problem was that, uh, it had *-1 to be a genuine toyota, uh, alternator because most of the other ones that they say 0 *t*-2 will fit it, that, that, you know, they sit in there and everything###but there's just some little difference that, um, *t*-1 causes it not to work an i-,###speakerb14.###uh-huh,
83509:26	i've only taken, uh, maybe two trips that *t*-1 were about four hours long dow-, uh, down to shreveport.	maybe	###speakera31.###um, well, i used, i used *-1 to work, uh,###speakerb32.###speakera33.###it was a seventy mile trip everyday, you know,###two ways was seventy miles.###speakerb34.###oh, a hundred and forty mile trip?###speakera35.###no,### it was, it was just seventy miles.###speakerb36.###oh, thirty-five miles each way.###speakera37.###yeah.###speakerb38.###yeah.###speakera39.###and, uh, i did that for about three years###and it really, it really added up.
83567:27	and, uh, i've done it maybe twelve times.	maybe	### you, you call that number### and, and, uh, somehow or another they'll give you an option * to leave a message###and you can leave a message.###speakerb54.###okay.###speakera55.###i know someone that *t*-1 did that,###you leave a message###and they'll, they'll call you back.###speakerb56.###okay,###all right,###well that's good 0 * to know *t*-1.###i haven't been doing### th-, this is the first time 0 i've been called *-2 *t*-1 in a long time###and i haven't been doing it###so,###speakera57.###oh really.###speakerb58.
83583:30	i, i figured 0 maybe i'd get one or two years out of it,	maybe	###so,###speakera57.###oh really.###speakerb58.###and, uh, i've done it maybe twelve times.###speakera59.###uh-huh.###speakerb60.###well i don't know if i've done it quite that much,###but, uh, mine is mixed up too,###i have *-1 to call and get it fixed *-2.###speakera61.###uh, * let's see###before i had this car i had a, um, i bought an audi five thousand###speakerb62.###uh-huh.###speakera63.###but i bought it, i bought it *-1 used.### i, i just bought it from a friend who *t*-1 was going *-2 to, who *t*-3 just charged me what the dealer was going *-4 to give, give him *t*-5 for it for a trade-in,###and, uh, it had a whole lot of miles on it.
83598:26	i think 0 those old cars might, might be a pretty good bet because you,	might	###uh-huh.###speakera63.###but i bought it, i bought it *-1 used.### i, i just bought it from a friend who *t*-1 was going *-2 to, who *t*-3 just charged me what the dealer was going *-4 to give, give him *t*-5 for it for a trade-in,###and, uh, it had a whole lot of miles on it.### i, i figured 0 maybe i'd get one or two years out of it,### an i, an i did get a couple of good years out of it###and the, uh, the engine messed up on me###and then i gave it to a guy *ich*-3 *-4 to repair who *t*-1 works for the aut-, for the audi dealer###and, uh, he took the engine apart###and, you know, he just said 0 he couldn't fix it###so the engine never got put *-1 back together again.###speakerb64.###huh, oh well.###speakera65.###i,###speakerb66.###i was driving a sixty-six plymouth fury.###speakera67.###wow.
83598:34	i think 0 those old cars might, might be a pretty good bet because you,	might	###uh-huh.###speakera63.###but i bought it, i bought it *-1 used.### i, i just bought it from a friend who *t*-1 was going *-2 to, who *t*-3 just charged me what the dealer was going *-4 to give, give him *t*-5 for it for a trade-in,###and, uh, it had a whole lot of miles on it.### i, i figured 0 maybe i'd get one or two years out of it,### an i, an i did get a couple of good years out of it###and the, uh, the engine messed up on me###and then i gave it to a guy *ich*-3 *-4 to repair who *t*-1 works for the aut-, for the audi dealer###and, uh, he took the engine apart###and, you know, he just said 0 he couldn't fix it###so the engine never got put *-1 back together again.###speakerb64.###huh, oh well.###speakera65.###i,###speakerb66.###i was driving a sixty-six plymouth fury.###speakera67.###wow.
83680:55	i mean, it, it was pro-, probably was up to your shoulder in, in thistles.	probably	###so,###speakerb6.###well, the topic today was gardening, and lawn care?###speakera7.###uh-huh.###speakerb8.###ooh.###speakera9.###i know,###we are *-1 about to hit it in ten, few minutes.###i figured 0 i could make this call and get it over with.###we are going *-1 to mow and trim and edge,###speakerb10.###yeah.###speakera11.###and that is all 0 we have been doing *t*-1 all weekend.###speakerb12.###you know what?###it seems like we are doing it here forever.###we bought a, a large house that *t*-1 was completely unlandscaped.
83688:19	and i have since then probably ripped out half of what he has done *t*-1 because it has always been incorrectly planted *-2	probably	###i know,###we are *-1 about to hit it in ten, few minutes.###i figured 0 i could make this call and get it over with.###we are going *-1 to mow and trim and edge,###speakerb10.###yeah.###speakera11.###and that is all 0 we have been doing *t*-1 all weekend.###speakerb12.###you know what?###it seems like we are doing it here forever.###we bought a, a large house that *t*-1 was completely unlandscaped.###i mean, it, it was pro-, probably was up to your shoulder in, in thistles.###speakera13.###speakerb14.###that was all that *t*-1 was there.###speakera15.###uh-huh.###speakerb16.###and we hired a professional landscaper to do it.
83692:130	and so i am kind of at this point getting a little bit broke and deciding that what we are going *-1 to do *t*-2 is 0 we are just going *-3 to struggle through the rest of this year, probably through the fall too. and, uh, rip up, rip out all the rest of these junipers or anything that *t*-4 requires, uh, more care than i am willing * to give the kids *t*-5 and replace it with hollies.	probably	###speakerb10.###yeah.###speakera11.###and that is all 0 we have been doing *t*-1 all weekend.###speakerb12.###you know what?###it seems like we are doing it here forever.###we bought a, a large house that *t*-1 was completely unlandscaped.###i mean, it, it was pro-, probably was up to your shoulder in, in thistles.###speakera13.###speakerb14.###that was all that *t*-1 was there.###speakera15.###uh-huh.###speakerb16.###and we hired a professional landscaper to do it.###and i have since then probably ripped out half of what he has done *t*-1 because it has always been incorrectly planted *-2###or the plants do not make the winter time.###speakera17.###speakerb18.
83809:11	i have probably planted, oh, around here, um, maybe six hundred bulbs.	probably	###it is a bulb.###speakerb58.###well you should of just ripped the whole thing out.###speakera59.###no,###because i do like the, i like the plant in the spring.###i love those pink flowers.###they are just pretty.###so i just cut the leaves off and transplant and put some other plants down. because i want them to come back up next year.###speakerb60.###have you had,###is this the first year 0 they have been up *t*-1?###speakera61.###yeah.###speakerb62.###well, * let me tell you,###they do not come back very well at all.###maybe they will *?* if, up further north.###but down,###and you are not that much further north.
83809:38	i have probably planted, oh, around here, um, maybe six hundred bulbs.	maybe	###it is a bulb.###speakerb58.###well you should of just ripped the whole thing out.###speakera59.###no,###because i do like the, i like the plant in the spring.###i love those pink flowers.###they are just pretty.###so i just cut the leaves off and transplant and put some other plants down. because i want them to come back up next year.###speakerb60.###have you had,###is this the first year 0 they have been up *t*-1?###speakera61.###yeah.###speakerb62.###well, * let me tell you,###they do not come back very well at all.###maybe they will *?* if, up further north.###but down,###and you are not that much further north.
83814:15	i have probably have done hyacinths.	probably	###because i do like the, i like the plant in the spring.###i love those pink flowers.###they are just pretty.###so i just cut the leaves off and transplant and put some other plants down. because i want them to come back up next year.###speakerb60.###have you had,###is this the first year 0 they have been up *t*-1?###speakera61.###yeah.###speakerb62.###well, * let me tell you,###they do not come back very well at all.###maybe they will *?* if, up further north.###but down,###and you are not that much further north.###i have probably planted, oh, around here, um, maybe six hundred bulbs.###speakera63.###of hyacinths?###speakerb64.###no,
83995:60	because i have got a flower, i have got, i have probably got, do, do, do, do, i do not know how many square feet it is *t*-1, a big circular driveway.	probably	###speakera127.###but they call them flags up here or down here, down here.###speakerb128.###well, i am not so sure that texans know what, what they have got *t*-1.###speakera129.###yeah.###speakerb130.###speakera131.###i do not know what it is *t*-1.### i am, i am not on, i am just getting into gardening this year.###speakerb132.###did you just move down here?###speakera133.###uh, we moved here a year ago.###yeah,###last spring.###we moved in here may, this house, may of last year.###so it *exp*-1 was really too late * to do much.###speakerb134.###um. who, who, who, who.
84149:18	that is, uh, probably enough * to see.	probably	###speakera4.###yeah.###i was going *-1 to say.###speakerb5.###we hear a lot about, uh, new york city.###speakera6.###uh-huh.###speakerb7.###there is a lot of crime down there.###and i am, i am afraid *-1 to go down there because, you know, i mean, you hear about people getting mugged *-2.###you leave your car for ten minutes###and it is stripped when you come back *t*-1.###speakera8.###yeah.###have you ever been there?###speakerb9.###no,###i have not *?*.###only to the airport.###speakera10.
84333:10	oh, definitely.	definitely	###that###and i do not think 0 a lot of parents,###i mean, i do not, i do not know how it is *t*-1 in the air force base.###but, uh, i just do not think 0 a lot of people, because of the economy, both need *-1 to work, you know.###i just do not think 0 a lot of parents are that involved any more.###speakerb67.###yeah.### they do not, they do not talk to their kids and take them out. and, and are not there all the time###speakera68.###uh,###speakerb69.###so the kids are off to their own devices a lot.###speakera70.###right.###and discipline.###i do not know how your folks were *t*-1,###but i mean i sure knew as heck when i was growing up *t*-1 that, uh, my parents were the superior###and i was the subordinate.###and, you know. it was sort of like there were boundaries.###speakerb71.
84339:14	i think so definitely.	definitely	###yeah.### they do not, they do not talk to their kids and take them out. and, and are not there all the time###speakera68.###uh,###speakerb69.###so the kids are off to their own devices a lot.###speakera70.###right.###and discipline.###i do not know how your folks were *t*-1,###but i mean i sure knew as heck when i was growing up *t*-1 that, uh, my parents were the superior###and i was the subordinate.###and, you know. it was sort of like there were boundaries.###speakerb71.###oh, definitely.###speakera72.###and i do not think, i do not know,###i think 0 today a lot of parents, um, are ruled *-1 by their kids.### i, i,###speakerb73.
84545:10	and i probably got more nasty than i should have *?*.	probably	###i mean, i, they, we lease out a really nice two story town home in north dallas.###and they have a real big thing here.###people, i mean, even dry cleaners knock on the door and are soliciting, you know.### they, everybody wants your business kind of thing.###speakerb133.###right.###speakera134.###and my husband is the kind of guy, 0 he's, *t*-1 he's sometime,###he was raised *-1 on a farm in southern ohio, near dayton.###and i think sometimes 0 it is just, 0 he and i are very different in terms of that.### i, i mean, i basically have started *-1 not to trust anybody in general street smarts.###speakerb135.###right.###speakera136.###speakerb137.###we,###speakera138.###and, uh, he opened the door.###i came downstairs###and i was real upset
84713:11	that is probably one of the most bizarre 0 i have heard of *t*-1.	probably	###right.###speakera194.###speakerb195.###right.###speakera196.###kids killing each other and beating their brains out.###speakerb197.###oh, for the sneakers.###speakera198.###right.### or the, or the jackets, the team like the raiders and the caps.###speakerb199.###yeah.###speakera200.###speakerb201.###yeah.###speakera202.###you know, * stealing the hundred dollar jackets.###uh, i mean, it is i guess, it goes from the most petty like that to like what you were saying that they, in boston.###that is crime where they videoed *t*-1.
84743:106	and we've always, uh, oh tried *-1 to take our children and no-, now at this age our grandchildren to see and do things that otherwise they might not be able *-3 to *?* *t*-2.	might	###how do you feel about it *t*-1?###speakerb2.###well, yeah,###i feel much the same way.###i've, uh, two kids right now###speakera3.###yeah.###speakerb4.###one is two and a half###and one's nine months,###and, uh, that age, of course, everything 0 you do *t*-1 they're trying *-2 to learn *-3 to do,###and so, uh, it *exp*-1's important for you * to spend time * doing the things that you want them to learn *t*-2, you know, that, that they need *-3 to learn *t*-4 at the age, you know * reading, and, uh, reading and playing nice with others, and that sort of thing.###speakera5.###yeah.###speakerb6.###speakera7.###yeah,###we went through this with our children, and now with our grandchildren,###and i've always tried *-1 to do things with them, uh, like, when you're at the little league *t*-2, * helping out even though i'm not a good athlete myself,###i was able *-1 to help the coach in, in * just controlling the kids, if nothing else,
84768:8	it certainly does, because, uh, you know, the things in the books seem so dead to the kids, you know, unless they've actually been there or whatever,	certainly	###speakera9.###yeah,###yeah.###and so, it's uh,###we have, uh, lived several places around the u s###and we have, where we've lived *t*-1, we've taken them to see and do things of interest and of historical significance in the area,###like when we lived in tennessee *t*-1, we, we took them to washington, d c * to see all the capitol and, and things like that when they were small *t*-2.###and it's just, uh, it *exp*-2's helps, i think, the children to, when they're learning in school *t*-1, * to say, well, i've been there###and i've seen that.###speakerb10.###right.###speakera11.###yeah.###speakerb12.###uh-huh.###speakera13.###yeah,###so, uh, that's the type,###speakerb14.###yeah,
84933:26	and, and, we certainly turned into an air conditioned society.	certainly	###speakerb14.###yeah.###speakera15.###speakerb16.###i would think so.###you know, uh, i-, i guess 0 it talked about all types of pollution.###i happen * to r-, just read something the other day###at least in the boston paper there were three things that, that *t*-1 come to note.###one, is that the carbon fluorides that *t*-1 are, uh, being released *-2 into the atmosphere are causing even a larger hole in the southern hemisphere in the ozone layer###and again###and now they've located another one or la-, rather an expanding one in the northern hemisphere.###so car-,###so i'm quite concerned.###i don't think 0 it's involved *ich*-1 any longer with, with, uh, hair sprays or those th-,###speakera17.###yeah.###yeah.###speakerb18.###no,###i think 0 it's now, is what, uh, from what i understand *t*-1 it's air conditioning units
85011:5	certainly we don't even need a, need a research anymore.	certainly	###speakerb42.###no,###i think that it can be done *-1 simply because, uh, uh, we've, we've,###every car *ich*-4 now in america that *t*-1's been produced *-3 for the past fifteen years has what they call *t*-2 a catalytic converter.###speakera43.###converter,###yeah,###uh-huh.###speakerb44.###and no lead gas was, came to the pumps.### and, and that's been done *-1.###there's the lead pollution### has, that problem, essentially i guess because it was at crisis proportions was, was licked *-1.###speakera45.###uh-huh.###speakerb46.###and i think that there are th-, there are solutions,###speakera47.###and that mumblex for buses,###speakerb48.
85168:42	well, i, i, d-, definitely advance that.	definitely	###exactly.###speakera105.###speakerb106.###well, the greatest thing that *t*-1 happened to pollution in the last couple of years as far as i'm concerned, is the no smoking rules, on airplanes and in restaurants.###speakera107.###speakerb108.###and it, it really is a pleasure for me, although, i guess 0 smokers don't think that.###but that, to me was pollution mumblex,###speakera109.###well, that, that's, that's person-, that's personal air pollution.###speakerb110.###speakera111.###speakerb112.###that was its most personal, personal, uh, pollution that i can think of *t*-1.###speakera113.###yes,###yes.###speakerb114.###speakera115.###yeah,
85453:87	this is called *-1 the, the, the country, you know, with only, you know, maybe twenty miles total from d c, twenty-five from the city.	maybe	###and, uh, in the, in the dallas, you know, fort worth city areas you don't see that.###speakerb95.###yeah,###well, uh, texas is a big state###so i imagine 0 the, the type of houses and, uh, things like that are truly different from area to area.###speakera96.###yeah,###well,###speakerb97.###but, uh, that's the same way out here###because, um, well, we, for example, and we live fifteen miles from the beltway that *t*-1 surrounds washington###speakera98.###uh-huh.###speakerb99.###and anything instead that beltway, the highway, the real estate's forty thousand dollars more expensive.###speakera100.###yeah.###speakerb101.###so, you know, you really can't afford, i, i, i could never afford a house inside the beltway.###that's why we came out here *t*-1.
85579:31	i mean, you know, we can maybe help them a little bit, prompt them,	maybe	###speakerb18.###that will be fine.###speakera19.###okay.###well, hi,.###speakerb20.###hi.###speakera21.###good morning.###um, i think i mean, if, if i start this i just wanted *-1 to say that, um, one of the things that i don't think 0 we really understood *t*-2 about the, the middle eastern situation is that they're a totally different type of people than we are *?*,###and i mean they think differently###and their idea of what *t*-1 is justice is totally different from ours.### and, and right now, i, i think that that's been proven *-1 in the fact that, um, they have just,###well, anyway, i just think that, you know, the united states policy over there,###i think 0 we should just leave them alone.###i really do. in, in a major way because they just, um, that whole region over there, i think 0 *t*-2 needs *-1 to settle its own differences within itself.###speakerb22.###yeah.###speakera23.###and that's the way, the course that they should go *t*-1,
85584:21	and, and maybe this is too general,	maybe	###speakerb20.###hi.###speakera21.###good morning.###um, i think i mean, if, if i start this i just wanted *-1 to say that, um, one of the things that i don't think 0 we really understood *t*-2 about the, the middle eastern situation is that they're a totally different type of people than we are *?*,###and i mean they think differently###and their idea of what *t*-1 is justice is totally different from ours.### and, and right now, i, i think that that's been proven *-1 in the fact that, um, they have just,###well, anyway, i just think that, you know, the united states policy over there,###i think 0 we should just leave them alone.###i really do. in, in a major way because they just, um, that whole region over there, i think 0 *t*-2 needs *-1 to settle its own differences within itself.###speakerb22.###yeah.###speakera23.###and that's the way, the course that they should go *t*-1,###i mean, you know, we can maybe help them a little bit, prompt them,###but i don't think 0 this intervention at such high levels should be going on.### the, the thing with israel and palestine, i believe 0 that should be settled *-1 between them.###and also, um, you know, the other thing is 0 their idea, or our ide-, idea of democracy has nothing 0 * to do *t*-1 with them.### i mean, tha-, i mean, i'm talking about the whole middle ea-,
85596:58	i, i guess 0, you know, i'd like you to maybe express something here.	maybe	###yeah.###speakera23.###and that's the way, the course that they should go *t*-1,###i mean, you know, we can maybe help them a little bit, prompt them,###but i don't think 0 this intervention at such high levels should be going on.### the, the thing with israel and palestine, i believe 0 that should be settled *-1 between them.###and also, um, you know, the other thing is 0 their idea, or our ide-, idea of democracy has nothing 0 * to do *t*-1 with them.### i mean, tha-, i mean, i'm talking about the whole middle ea-,### and, and maybe this is too general,###but i just believe that, um, they do not look at democracy the same way 0 we do *t*-1.###they don't understand it as we don't understand the way 0 they live *t*-1.###speakerb24.###yeah.###speakera25.###and, so, you know, * trying *-1 to put like a square peg in a round hole is just, you know,### i-, i don't think that that's the way 0 * to go *t*-1 in this###and, um, you know, it, it. oh, well, that's, that's a couple thoughts on it.###speakerb26.###yeah.###speakera27.
85619:13	the war has certainly sort of set things on end over there	certainly	###i think 0 it's kind of sad *ich*-2 though, that, for generations they've been taught *-1 to hate each other.###speakera29.###yeah.###speakerb30.###and that's, i-, you know,###if,###somewhere in there someone's going *-1 to have *-2 to learn a different way.###speakera31.###that's,###yeah.###speakerb32.###you know, an, an, i, i think that, um,###true we do have completely different ways of * looking at things, at a lot of things,###but, uh, at the same time, i think 0 there are a lot of, there is a lot of good that the united states and other countries can do *t*-1, as far as example### and, and, uh,, i think 0 some different things *ich*-2 could come from what *t*-1's happened *t*-1, than what we expect *t*-3.###speakera33.###well, ye-,###well, yeah,###um, i, i guess 0 we could be a catalyst for their change.###i, um,
85634:17	and i think 0 maybe it's at a whole different level of them trying *-1 to cooperate and get along.	maybe	###speakera33.###well, ye-,###well, yeah,###um, i, i guess 0 we could be a catalyst for their change.###i, um,###the war has certainly sort of set things on end over there###and i don't think 0 we'd be talking about this, you know, the israeli situation, palestinian situation, um, sort of came to a head, um, unless there had been a war.###i mean that was one thing *ich*-2, that *t*-1 came out of it, good or bad,###speakerb34.###yeah.###speakera35.### i, i don't judge any war as good or bad,###it's just a war.###speakerb36.###yeah.###speakera37.###and i don't see any winners or losers,###i just see dead bodies.###i'm sorry. you know,###but, um, i-, i, i just think 0, you know, you're right
85810:17	so i assume that probably the total cove-, cost is probably, three fifty to four hundred.	probably	###speakera9.###speakerb10.###uh-huh.###speakera11.###speakerb12.###right.###uh, i, i was listening, uh, on the radio the other day###and they were talking that, s-, s-, something like this,###i think 0 they were talking about the fact that, um, the money that *t*-1 could be saved *-2, um, in administrative costs and so forth nationwide by * consolidating into sort of a national insurance provider, um, could, uh, could,###they could make it, i-, i-, provide health insurance to, to people who *t*-2 couldn't afford it just by the money 0 they would save *t*-1.###speakera13.###yeah.###uh, we're currently, where i'm working now, under blue cross *t*-1.###speakerb14.###speakera15.###i don't know what the total cost of the program is *t*-1###but for dependent coverage i'm paying a hundred and seventy dollars a, a month or something like that.###speakerb16.###right.###speakera17.
85810:44	so i assume that probably the total cove-, cost is probably, three fifty to four hundred.	probably	###speakera9.###speakerb10.###uh-huh.###speakera11.###speakerb12.###right.###uh, i, i was listening, uh, on the radio the other day###and they were talking that, s-, s-, something like this,###i think 0 they were talking about the fact that, um, the money that *t*-1 could be saved *-2, um, in administrative costs and so forth nationwide by * consolidating into sort of a national insurance provider, um, could, uh, could,###they could make it, i-, i-, provide health insurance to, to people who *t*-2 couldn't afford it just by the money 0 they would save *t*-1.###speakera13.###yeah.###uh, we're currently, where i'm working now, under blue cross *t*-1.###speakerb14.###speakera15.###i don't know what the total cost of the program is *t*-1###but for dependent coverage i'm paying a hundred and seventy dollars a, a month or something like that.###speakerb16.###right.###speakera17.
85813:11	they're probably picking up about half of it.	probably	###speakera11.###speakerb12.###right.###uh, i, i was listening, uh, on the radio the other day###and they were talking that, s-, s-, something like this,###i think 0 they were talking about the fact that, um, the money that *t*-1 could be saved *-2, um, in administrative costs and so forth nationwide by * consolidating into sort of a national insurance provider, um, could, uh, could,###they could make it, i-, i-, provide health insurance to, to people who *t*-2 couldn't afford it just by the money 0 they would save *t*-1.###speakera13.###yeah.###uh, we're currently, where i'm working now, under blue cross *t*-1.###speakerb14.###speakera15.###i don't know what the total cost of the program is *t*-1###but for dependent coverage i'm paying a hundred and seventy dollars a, a month or something like that.###speakerb16.###right.###speakera17.###so i assume that probably the total cove-, cost is probably, three fifty to four hundred.###speakerb18.###speakera19.
85823:198	or one of, whatever the type name is *t*-1, h m o, uh, where the, uh, where you go to the doctor and it only costs you ten dollars and the insurance picks up the rest *t*-3. if you tried *-2 to buy something like that, i'm prob-, it would probably be five or six hundred dollars a month for just the cost of something.	probably	###speakerb14.###speakera15.###i don't know what the total cost of the program is *t*-1###but for dependent coverage i'm paying a hundred and seventy dollars a, a month or something like that.###speakerb16.###right.###speakera17.###so i assume that probably the total cove-, cost is probably, three fifty to four hundred.###speakerb18.###speakera19.###they're probably picking up about half of it.###speakerb20.###right.###speakera21.###and that's a pretty good policy,###but if you had something like one of these, uh, health maintenance programs,###speakerb22.###speakera23.###speakerb24.###speakera25.
86169:41	and you also get in *-2 to see things that you might not get into *t*-1 if you were alone, uh,	might	###it *exp*-2 doesn't matter who it is *t*-1###and they keep everyone else away from you.###speakerb66.###oh really.###speakera67.###and it's worth it###and it's like ten dollars a day or something###and it's worth it just * to keep everyone else away from *-1 badgering you###speakerb68.###really.###speakera69.###and you feel stupid *-1 doing that###but we did it,###speakerb70.###uh-huh.###speakera71.###and we were much happier,###speakerb72.###uh-huh.###speakera73.
86215:29	if you don't like wildlife it's probably not of interest.	probably	###and so, hopefully, we'll get *-1 to travel a little bit too.###speakerb86.###uh-huh.###speakera87.###uh, my more exciting spots have been,###i've been to the galapagos islands.###speakerb88.###really?###speakera89.###uh-huh,###that was one of the most wonderful vacations 0 i've ever had *t*-1.###speakerb90.###lots of wildlife huh?###yeah.###speakera91.###yes.###if you like wildlife, it's a fabulous vacation.###speakerb92.###uh-huh.###speakera93.
86329:5	maybe it was about a thousand dollars, maybe a little bit less, i don't really remember, for ten days including all my meals, a guide, a car, the airfare	maybe	###speakerb132.###really?###speakera133.###yeah.###speakerb134.###oh wow.###speakera135.###china was a little bit more, uh, of a challenge.###but, it, it wasn't more of a challenge in a sense because i hired a guide all the time,###speakerb136.###uh-huh.###speakera137.###and so i never *ich*-1, you know, got out by myself, or not much,###speakerb138.###uh-huh.###was it very expensive?###speakera139.###no,###actually i paid about either a thousand dollars or a little bit,###no
86329:28	maybe it was about a thousand dollars, maybe a little bit less, i don't really remember, for ten days including all my meals, a guide, a car, the airfare	maybe	###speakerb132.###really?###speakera133.###yeah.###speakerb134.###oh wow.###speakera135.###china was a little bit more, uh, of a challenge.###but, it, it wasn't more of a challenge in a sense because i hired a guide all the time,###speakerb136.###uh-huh.###speakera137.###and so i never *ich*-1, you know, got out by myself, or not much,###speakerb138.###uh-huh.###was it very expensive?###speakera139.###no,###actually i paid about either a thousand dollars or a little bit,###no
86589:11	it would definitely be gun control.	definitely	###speakera69.###right,###right.###speakerb70.###you know, i think 0 if we kind of stiffen them up a little bit,###course, i-, i, i feel kind of weird about that###anyway, i think 0 if somebody shoots somebody, they ought *-1 to be shot *-1.###speakera71.###yeah,###i'm,###speakerb72.###so.###speakera73.### we, we're getting into capital punishment now.###speakerb74.###yeah,###but, you know.###speakera75.###but i, i agree with you there that, uh,###speakerb76.
86657:22	one of these days my grandkids probably.	probably	###speakera97.###yeah.###speakerb98.###i don't,###and i enjoyed my guns.###speakera99.###yeah.###speakerb100.###i have a good time with them###so,###speakera101.###well i know what, uh,###i took my kids out and taught them out, how * to shoot a gun *t*-1.###my wife the same thing,###uh, she knows how * to shoot any weapon that we have *t*-1 *t*-2### no-, not that i have an arsenal or anything,###speakerb102.###yeah.###speakera103.###but we have several guns around the house
86716:15	and, i was probably about twelve at the time,	probably	###speakera115.###speakerb116.###but at least it was a b b gun not a twenty-two or a four ten or something###so,###speakera117.###i remember 0 i had an old uncle up by tulsa, oklahoma that *t*-1 took me out and, uh, showed me.### this was, it was not my, it was my mother's uncle,###this was a gentleman in his sixties,###speakerb118.###um.###speakera119.###and he took me out with him and, uh, single shot twenty-two, and taught me how * to shoot *t*-1.###speakerb120.###uh-huh.###speakera121.###we went *-1 squirrel hunting### and, and, uh, he taught me how * to shoot, uh, a old single shot twenty-two *t*-1###speakerb122.###all right.###speakera123.
86824:50	i am not even, i am not even convinced *-3 that maybe things like football, hockey and, th-, th-, the, you know, the, and even baseball games now where the, everything is settled *-2 with a fight *t*-1.	maybe	###speakerb20.### what do you, what do you think 0 *t*-1 is causing all this,###speakera21.###well,###speakerb22.###because, it seems that there###even though###crime, though i think 0 it is increasing in number, it sure does seem *-1 to be increasing in intensity, and violence too.###speakera23.###yes.###speakerb24.###speakera25.###well, i, i have three theories about it, you know, three things.###i have one theory,###and it's brought *-1 to us by two things.###one i, i believe that this is a function of, uh, the violence that young people see *t*-1 on television and the movies.###speakerb26.###uh-huh.###speakera27.###and, i am not just talking about, you know, uh, role models of gu-, of tough guys and gangsters and things like that,
