"","catch_trial","image","video","modal","color","percentage_blue","show_cross","catch_trial_answer_correct","language","gender","age","misread_instructions","trial","subjectid","date"
"548",0,"scene_orange_video_0.gif","orange_bare_m","bare","orange",0,-1,0,"English","m",21,0,27,"218ed5e316f0b97d2d12da23f319bf230de29fa0984c","2018-11-11T23:42:59-08:00"
"549",0,"scene_orange_video_10.gif","orange_probably_m","probably","orange",10,-1,0,"English","m",21,0,28,"218ed5e316f0b97d2d12da23f319bf230de29fa0984c","2018-11-11T23:42:59-08:00"
"550",0,"scene_orange_video_40.gif","orange_might_m","might","orange",40,-1,0,"English","m",21,0,29,"218ed5e316f0b97d2d12da23f319bf230de29fa0984c","2018-11-11T23:42:59-08:00"
"551",1,"scene_orange_video_40.gif","orange_probably_f","probably","orange",40,1,1,"English","m",21,0,30,"218ed5e316f0b97d2d12da23f319bf230de29fa0984c","2018-11-11T23:42:59-08:00"
"552",0,"scene_orange_video_40.gif","orange_might_m","might","orange",40,-1,0,"English","m",21,0,31,"218ed5e316f0b97d2d12da23f319bf230de29fa0984c","2018-11-11T23:42:59-08:00"
"553",0,"scene_blue_video_25.gif","blue_might_f","might","blue",25,-1,0,"English","m",21,0,32,"218ed5e316f0b97d2d12da23f319bf230de29fa0984c","2018-11-11T23:42:59-08:00"
"554",1,"scene_orange_video_40.gif","orange_might_m","might","orange",40,1,1,"English","m",21,0,33,"218ed5e316f0b97d2d12da23f319bf230de29fa0984c","2018-11-11T23:42:59-08:00"
"555",0,"scene_orange_video_0.gif","orange_bare_m","bare","orange",0,-1,0,"English","m",21,0,34,"218ed5e316f0b97d2d12da23f319bf230de29fa0984c","2018-11-11T23:42:59-08:00"
"556",0,"scene_blue_video_25.gif","blue_might_f","might","blue",25,-1,0,"English","m",21,0,35,"218ed5e316f0b97d2d12da23f319bf230de29fa0984c","2018-11-11T23:42:59-08:00"
"557",0,"scene_orange_video_40.gif","orange_might_m","might","orange",40,-1,0,"English","m",21,0,36,"218ed5e316f0b97d2d12da23f319bf230de29fa0984c","2018-11-11T23:42:59-08:00"
"558",1,"scene_blue_video_100.gif","blue_bare_f","bare","blue",100,0,1,"English","m",21,0,37,"218ed5e316f0b97d2d12da23f319bf230de29fa0984c","2018-11-11T23:42:59-08:00"
"559",0,"scene_blue_video_90.gif","blue_probably_m","probably","blue",90,-1,0,"English","m",21,0,38,"218ed5e316f0b97d2d12da23f319bf230de29fa0984c","2018-11-11T23:42:59-08:00"
"560",0,"scene_orange_video_40.gif","orange_probably_f","probably","orange",40,-1,0,"English","m",21,0,39,"218ed5e316f0b97d2d12da23f319bf230de29fa0984c","2018-11-11T23:42:59-08:00"
"561",0,"scene_orange_video_10.gif","orange_probably_f","probably","orange",10,-1,0,"Chinese","m",35,0,0,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"562",0,"scene_orange_video_75.gif","orange_might_m","might","orange",75,-1,0,"Chinese","m",35,0,1,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"563",0,"scene_blue_video_60.gif","blue_might_f","might","blue",60,-1,0,"Chinese","m",35,0,2,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"564",0,"scene_orange_video_75.gif","orange_might_m","might","orange",75,-1,0,"Chinese","m",35,0,3,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"565",0,"scene_orange_video_75.gif","orange_might_m","might","orange",75,-1,0,"Chinese","m",35,0,4,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"566",1,"scene_orange_video_40.gif","orange_might_f","might","orange",40,1,0,"Chinese","m",35,0,5,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"567",0,"scene_blue_video_100.gif","blue_bare_f","bare","blue",100,-1,0,"Chinese","m",35,0,6,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"568",0,"scene_blue_video_100.gif","blue_bare_f","bare","blue",100,-1,0,"Chinese","m",35,0,7,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"569",0,"scene_orange_video_40.gif","orange_might_f","might","orange",40,-1,0,"Chinese","m",35,0,8,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"570",0,"scene_orange_video_40.gif","orange_probably_m","probably","orange",40,-1,0,"Chinese","m",35,0,9,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"571",1,"scene_orange_video_40.gif","orange_might_f","might","orange",40,0,1,"Chinese","m",35,0,10,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"572",0,"scene_orange_video_0.gif","orange_bare_m","bare","orange",0,-1,0,"Chinese","m",35,0,11,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"573",0,"scene_blue_video_60.gif","blue_probably_m","probably","blue",60,-1,0,"Chinese","m",35,0,12,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"574",0,"scene_orange_video_40.gif","orange_might_f","might","orange",40,-1,0,"Chinese","m",35,0,13,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"575",0,"scene_orange_video_0.gif","orange_bare_f","bare","orange",0,-1,0,"Chinese","m",35,0,14,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"576",1,"scene_blue_video_60.gif","blue_might_f","might","blue",60,0,1,"Chinese","m",35,0,15,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"577",0,"scene_orange_video_40.gif","orange_probably_m","probably","orange",40,-1,0,"Chinese","m",35,0,16,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"578",1,"scene_blue_video_90.gif","blue_probably_f","probably","blue",90,1,0,"Chinese","m",35,0,17,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"579",1,"scene_orange_video_75.gif","orange_might_m","might","orange",75,0,1,"Chinese","m",35,0,18,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"580",0,"scene_blue_video_60.gif","blue_probably_m","probably","blue",60,-1,0,"Chinese","m",35,0,19,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"581",1,"scene_orange_video_0.gif","orange_bare_f","bare","orange",0,1,0,"Chinese","m",35,0,20,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"582",0,"scene_orange_video_0.gif","orange_bare_m","bare","orange",0,-1,0,"Chinese","m",35,0,21,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"583",0,"scene_blue_video_60.gif","blue_might_f","might","blue",60,-1,0,"Chinese","m",35,0,22,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"584",0,"scene_blue_video_90.gif","blue_probably_f","probably","blue",90,-1,0,"Chinese","m",35,0,23,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"585",0,"scene_orange_video_75.gif","orange_might_m","might","orange",75,-1,0,"Chinese","m",35,0,24,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"586",1,"scene_blue_video_100.gif","blue_bare_f","bare","blue",100,0,1,"Chinese","m",35,0,25,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"587",1,"scene_orange_video_40.gif","orange_probably_m","probably","orange",40,1,0,"Chinese","m",35,0,26,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"588",1,"scene_orange_video_40.gif","orange_probably_m","probably","orange",40,1,0,"Chinese","m",35,0,27,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"589",1,"scene_orange_video_40.gif","orange_might_f","might","orange",40,0,1,"Chinese","m",35,0,28,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"590",0,"scene_orange_video_10.gif","orange_probably_f","probably","orange",10,-1,0,"Chinese","m",35,0,29,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"591",0,"scene_blue_video_60.gif","blue_probably_m","probably","blue",60,-1,0,"Chinese","m",35,0,30,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"592",0,"scene_orange_video_0.gif","orange_bare_m","bare","orange",0,-1,0,"Chinese","m",35,0,31,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"593",0,"scene_orange_video_40.gif","orange_probably_m","probably","orange",40,-1,0,"Chinese","m",35,0,32,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"594",0,"scene_orange_video_10.gif","orange_probably_f","probably","orange",10,-1,0,"Chinese","m",35,0,33,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"595",0,"scene_blue_video_60.gif","blue_might_f","might","blue",60,-1,0,"Chinese","m",35,0,34,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"596",0,"scene_orange_video_40.gif","orange_might_f","might","orange",40,-1,0,"Chinese","m",35,0,35,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"597",0,"scene_blue_video_100.gif","blue_bare_m","bare","blue",100,-1,0,"Chinese","m",35,0,36,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"598",1,"scene_blue_video_60.gif","blue_probably_m","probably","blue",60,0,1,"Chinese","m",35,0,37,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"599",1,"scene_orange_video_40.gif","orange_probably_m","probably","orange",40,1,0,"Chinese","m",35,0,38,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"600",0,"scene_orange_video_0.gif","orange_bare_m","bare","orange",0,-1,0,"Chinese","m",35,0,39,"d39839bb488bf05907ba83a9d3fdf7a926bfa03c2bdc","2018-11-11T23:56:06-08:00"
"601",1,"scene_blue_video_25.gif","blue_might_f","might","blue",25,1,1,"English","m",19,0,0,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"602",0,"scene_orange_video_40.gif","orange_probably_f","probably","orange",40,-1,0,"English","m",19,0,1,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"603",1,"scene_orange_video_40.gif","orange_probably_f","probably","orange",40,1,1,"English","m",19,0,2,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"604",0,"scene_orange_video_40.gif","orange_might_m","might","orange",40,-1,0,"English","m",19,0,3,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"605",0,"scene_orange_video_40.gif","orange_might_m","might","orange",40,-1,0,"English","m",19,0,4,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"606",0,"scene_orange_video_40.gif","orange_probably_f","probably","orange",40,-1,0,"English","m",19,0,5,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"607",0,"scene_blue_video_90.gif","blue_probably_m","probably","blue",90,-1,0,"English","m",19,0,6,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"608",0,"scene_orange_video_75.gif","orange_might_f","might","orange",75,-1,0,"English","m",19,0,7,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"609",0,"scene_orange_video_40.gif","orange_might_m","might","orange",40,-1,0,"English","m",19,0,8,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"610",1,"scene_blue_video_60.gif","blue_probably_f","probably","blue",60,1,1,"English","m",19,0,9,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"611",1,"scene_orange_video_0.gif","orange_bare_m","bare","orange",0,1,1,"English","m",19,0,10,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"612",0,"scene_blue_video_100.gif","blue_bare_f","bare","blue",100,-1,0,"English","m",19,0,11,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"613",1,"scene_blue_video_90.gif","blue_probably_m","probably","blue",90,1,1,"English","m",19,0,12,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"614",1,"scene_orange_video_40.gif","orange_probably_f","probably","orange",40,0,1,"English","m",19,0,13,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"615",0,"scene_blue_video_90.gif","blue_probably_m","probably","blue",90,-1,0,"English","m",19,0,14,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"616",0,"scene_blue_video_100.gif","blue_bare_m","bare","blue",100,-1,0,"English","m",19,0,15,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"617",1,"scene_blue_video_25.gif","blue_might_f","might","blue",25,0,1,"English","m",19,0,16,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"618",0,"scene_blue_video_100.gif","blue_bare_m","bare","blue",100,-1,0,"English","m",19,0,17,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"619",0,"scene_orange_video_0.gif","orange_bare_m","bare","orange",0,-1,0,"English","m",19,0,18,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"620",1,"scene_blue_video_60.gif","blue_probably_f","probably","blue",60,1,1,"English","m",19,0,19,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"621",0,"scene_blue_video_100.gif","blue_bare_f","bare","blue",100,-1,0,"English","m",19,0,20,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"622",0,"scene_blue_video_60.gif","blue_might_m","might","blue",60,-1,0,"English","m",19,0,21,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"623",1,"scene_blue_video_60.gif","blue_might_m","might","blue",60,1,1,"English","m",19,0,22,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"624",0,"scene_blue_video_60.gif","blue_probably_f","probably","blue",60,-1,0,"English","m",19,0,23,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"625",0,"scene_blue_video_25.gif","blue_might_f","might","blue",25,-1,0,"English","m",19,0,24,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"626",0,"scene_blue_video_100.gif","blue_bare_f","bare","blue",100,-1,0,"English","m",19,0,25,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"627",0,"scene_orange_video_0.gif","orange_bare_m","bare","orange",0,-1,0,"English","m",19,0,26,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"628",0,"scene_orange_video_10.gif","orange_probably_m","probably","orange",10,-1,0,"English","m",19,0,27,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"629",0,"scene_orange_video_40.gif","orange_might_m","might","orange",40,-1,0,"English","m",19,0,28,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"630",0,"scene_orange_video_40.gif","orange_might_m","might","orange",40,-1,0,"English","m",19,0,29,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"631",0,"scene_blue_video_25.gif","blue_might_f","might","blue",25,-1,0,"English","m",19,0,30,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"632",0,"scene_orange_video_10.gif","orange_probably_m","probably","orange",10,-1,0,"English","m",19,0,31,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"633",1,"scene_blue_video_60.gif","blue_might_m","might","blue",60,1,1,"English","m",19,0,32,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"634",1,"scene_blue_video_60.gif","blue_might_m","might","blue",60,0,1,"English","m",19,0,33,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"635",0,"scene_orange_video_40.gif","orange_probably_f","probably","orange",40,-1,0,"English","m",19,0,34,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"636",0,"scene_blue_video_60.gif","blue_probably_f","probably","blue",60,-1,0,"English","m",19,0,35,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"637",0,"scene_blue_video_100.gif","blue_bare_f","bare","blue",100,-1,0,"English","m",19,0,36,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"638",0,"scene_blue_video_60.gif","blue_probably_f","probably","blue",60,-1,0,"English","m",19,0,37,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"639",1,"scene_orange_video_0.gif","orange_bare_f","bare","orange",0,1,1,"English","m",19,0,38,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"640",0,"scene_orange_video_40.gif","orange_might_m","might","orange",40,-1,0,"English","m",19,0,39,"0b0741e42fa0666e8b0f7dc7ab4b496549b927d28f76","2018-11-12T00:25:48-08:00"
"641",1,"scene_blue_video_100.gif","blue_bare_f","bare","blue",100,0,1,"English","f",22,0,0,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"642",1,"scene_orange_video_40.gif","orange_might_m","might","orange",40,0,1,"English","f",22,0,1,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"643",0,"scene_blue_video_100.gif","blue_bare_m","bare","blue",100,-1,0,"English","f",22,0,2,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"644",0,"scene_orange_video_10.gif","orange_probably_m","probably","orange",10,-1,0,"English","f",22,0,3,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"645",0,"scene_blue_video_100.gif","blue_bare_f","bare","blue",100,-1,0,"English","f",22,0,4,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"646",0,"scene_blue_video_60.gif","blue_might_m","might","blue",60,-1,0,"English","f",22,0,5,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"647",0,"scene_orange_video_40.gif","orange_probably_f","probably","orange",40,-1,0,"English","f",22,0,6,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"648",1,"scene_blue_video_60.gif","blue_might_m","might","blue",60,0,1,"English","f",22,0,7,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"649",0,"scene_orange_video_40.gif","orange_might_m","might","orange",40,-1,0,"English","f",22,0,8,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"650",0,"scene_blue_video_60.gif","blue_probably_f","probably","blue",60,-1,0,"English","f",22,0,9,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"651",0,"scene_orange_video_0.gif","orange_bare_m","bare","orange",0,-1,0,"English","f",22,0,10,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"652",0,"scene_orange_video_75.gif","orange_might_f","might","orange",75,-1,0,"English","f",22,0,11,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"653",0,"scene_orange_video_40.gif","orange_might_m","might","orange",40,-1,0,"English","f",22,0,12,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"654",1,"scene_orange_video_0.gif","orange_bare_m","bare","orange",0,0,1,"English","f",22,0,13,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"655",0,"scene_blue_video_100.gif","blue_bare_f","bare","blue",100,-1,0,"English","f",22,0,14,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"656",0,"scene_orange_video_40.gif","orange_probably_f","probably","orange",40,-1,0,"English","f",22,0,15,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"657",0,"scene_orange_video_40.gif","orange_might_m","might","orange",40,-1,0,"English","f",22,0,16,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"658",1,"scene_blue_video_90.gif","blue_probably_m","probably","blue",90,1,0,"English","f",22,0,17,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"659",0,"scene_orange_video_40.gif","orange_probably_f","probably","orange",40,-1,0,"English","f",22,0,18,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"660",0,"scene_orange_video_10.gif","orange_probably_m","probably","orange",10,-1,0,"English","f",22,0,19,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"661",1,"scene_orange_video_40.gif","orange_probably_f","probably","orange",40,1,1,"English","f",22,0,20,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"662",0,"scene_orange_video_0.gif","orange_bare_m","bare","orange",0,-1,0,"English","f",22,0,21,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"663",0,"scene_blue_video_60.gif","blue_probably_f","probably","blue",60,-1,0,"English","f",22,0,22,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"664",0,"scene_orange_video_0.gif","orange_bare_f","bare","orange",0,-1,0,"English","f",22,0,23,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"665",0,"scene_blue_video_60.gif","blue_might_m","might","blue",60,-1,0,"English","f",22,0,24,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"666",0,"scene_orange_video_40.gif","orange_probably_f","probably","orange",40,-1,0,"English","f",22,0,25,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"667",1,"scene_blue_video_60.gif","blue_might_m","might","blue",60,1,1,"English","f",22,0,26,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"668",0,"scene_blue_video_25.gif","blue_might_f","might","blue",25,-1,0,"English","f",22,0,27,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"669",1,"scene_blue_video_25.gif","blue_might_f","might","blue",25,1,1,"English","f",22,0,28,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"670",1,"scene_blue_video_25.gif","blue_might_f","might","blue",25,0,1,"English","f",22,0,29,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"671",0,"scene_blue_video_60.gif","blue_might_m","might","blue",60,-1,0,"English","f",22,0,30,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"672",0,"scene_orange_video_10.gif","orange_probably_m","probably","orange",10,-1,0,"English","f",22,0,31,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"673",1,"scene_blue_video_100.gif","blue_bare_f","bare","blue",100,1,1,"English","f",22,0,32,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"674",0,"scene_blue_video_100.gif","blue_bare_m","bare","blue",100,-1,0,"English","f",22,0,33,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"675",0,"scene_blue_video_90.gif","blue_probably_m","probably","blue",90,-1,0,"English","f",22,0,34,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"676",0,"scene_blue_video_60.gif","blue_might_m","might","blue",60,-1,0,"English","f",22,0,35,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"677",1,"scene_orange_video_75.gif","orange_might_f","might","orange",75,0,1,"English","f",22,0,36,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"678",1,"scene_blue_video_60.gif","blue_probably_f","probably","blue",60,1,1,"English","f",22,0,37,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"679",0,"scene_orange_video_40.gif","orange_probably_f","probably","orange",40,-1,0,"English","f",22,0,38,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"680",0,"scene_orange_video_40.gif","orange_probably_f","probably","orange",40,-1,0,"English","f",22,0,39,"151fa0d711aae64cec38ad5088c5876e5ceb0a37e4cc","2018-11-12T10:49:19-08:00"
"681",1,"scene_orange_video_75.gif","orange_might_m","might","orange",75,1,0,"English","m",20,0,0,"5a432f906422cae455c6b95e27cf3ed5bd89a307cdd7","2018-11-12T13:43:32-08:00"
"682",0,"scene_orange_video_40.gif","orange_probably_m","probably","orange",40,-1,0,"English","m",20,0,1,"5a432f906422cae455c6b95e27cf3ed5bd89a307cdd7","2018-11-12T13:43:32-08:00"
"683",0,"scene_blue_video_60.gif","blue_might_f","might","blue",60,-1,0,"English","m",20,0,2,"5a432f906422cae455c6b95e27cf3ed5bd89a307cdd7","2018-11-12T13:43:32-08:00"
